key1,key2,distance_km,shared_days
II.UOSS,XW.SUYR,617.9470077481044,355
XB.CM11,XB.CM17,199.35862752984906,355
YT.HOWD,1D.WELC,1015.0333057689901,354
A7.LUBAN,AF.WIN,934.4580986901412,354
ZU.NZ21,ZU.NZ04,469.72908905114105,354
XB.CM11,XB.CM01,412.2495905615778,354
G.CCD,ZM.GM03,1025.8558037455275,354
XB.CM31,XB.CM16,746.414475551278,353
GT.DBIC,XS.L39D,896.646530627595,353
II.EFI,XB.HAMB,893.1265847130257,353
XO.GUA3,XO.SARI,399.19584692244104,352
X8.COSY,PE.PSSK,923.4397740996166,351
AK.SPIA,XO.EP23,799.4872293753753,351
XE.ES11,XE.SP18,270.81809790033867,351
GE.DAG,YV.HJO,771.6810292847249,351
XA.SA38,XA.SA29,232.32426613727765,350
GT.CPUP,XM.ANB09,898.7638784964681,349
YQ.MATA,YQ.VWZM,250.16441204803863,349
BL.PP1A,GT.CPUP,1003.0502764045766,349
X4.GS09,X4.GS12,230.08264609868348,346
ZD.Q10,ZD.D03,200.587412043235,346
YA.MC14,IC.LSA,863.1736354730932,345
VE.IMOV,VE.RIOV,1102.709877138106,345
YA.MC05,IC.LSA,877.3478867871597,345
1U.RUC,NZ.URZ,362.95280308783214,345
G.SSB,MN.MEB,1009.600170281592,345
2A.30,2A.32,155.73267952061175,345
2A.34,2A.30,317.11415920405,345
Z1.LBSA,Z1.MOAL,235.56344540355033,345
YA.MC08,XE.ES11,777.3689603537097,344
7B.MM04,7B.MM12,318.86326330229605,342
ZV.GUNA,X4.H05,242.46480193174125,342
YY.SN32,GE.HLG,614.6926617402155,342
1P.MAMA,1P.EIDA,296.7813654864682,341
2A.44,2A.30,206.03193373158396,340
XA.SA38,XA.SA60,231.78900543177178,340
X4.H05,X4.H01,192.0739662994263,340
MP.DHK1,XA.EP15,576.6434700089037,338
BL.PDCB,BL.TRMB,877.3129026166839,338
IC.HIA,1A.NE26,785.8304657833337,336
XN.B11,XN.A06,395.6579479048696,335
XA.SA80,XA.SA76,170.91955772622097,335
MN.VSL,MN.GFA,574.1836412377671,333
XT.NAU,XT.KOS,781.1166744404263,332
XW.BCHU,II.AAK,478.0901178089594,331
G.SSB,XM.A106,758.2272044190499,330
VU.RTV,G.SANVU,291.3122483269136,330
X2.281,IU.ULN,950.5758328292542,329
XE.SNP22,XK.UT65,633.8204410044864,328
G.TAOE,XE.EE04,980.5751026037191,328
XA.SA80,XA.SA73,236.74576658568174,328
ZT.WEST,US.ECSD,891.3568902931775,327
YS.PL71,YS.PL45,988.6841479828709,327
BL.SLMB,BL.PAZB,168.76001101178534,327
SR.MAIO,AS.KAAO,886.6499923823566,327
Z1.LBSA,YL.A14W,531.2622548713566,326
YL.B14W,YL.F01,468.37984586395226,326
XT.CMPC,XT.ABPC,217.4025613721769,326
7D.G26B,PB.B934,262.89830961728103,325
XF.H1210,IC.LSA,590.3486351313622,325
XA.SA26,XA.SA20,164.18599319990443,324
YT.WNDY,YT.ST02,158.2220924876313,323
XR.ST40,IC.LSA,529.197895946432,322
XT.TAUF,XT.LIAH,856.878277004954,322
YH.LOBS4,NZ.URZ,188.4663798158696,320
XE.EC01,XE.CC07,235.03585366259483,320
YH.MOHO,YH.WALE,229.95654936827611,319
XR.BA07,XR.MS05,352.47564373903884,318
YS.SAVU,YS.BULE,306.9411312205285,318
Z1.LBSA,YL.N01W,617.2431565758545,318
YP.NE61,YP.NEP7,404.84149136949503,317
YP.NEA9,YP.NE44,804.2324306343947,317
XG.MJPU,ZX.230,254.57862738013546,317
XE.ES19,YA.MC10,812.436873881254,316
MP.SLY1,MP.DHK1,265.75152823127934,316
XD.SING,XD.KOMO,237.6101834354468,316
YQ.MATA,YQ.MFRI,152.18611402687895,316
XH.SAR,GE.MLR,838.0657505773629,315
XA.SA38,XA.SA64,348.42356212511214,315
YP.NEP5,YP.NE83,299.8561619685913,314
IU.BILL,XJ.TKI,847.3413084948343,314
XI.HALM,XI.AFIF,177.66385520495322,314
Z4.CP02,GT.PLCA,724.7382708626302,314
ZM.GM07,ZM.P124,873.0816289023284,313
XS.S38D,XS.L37D,248.74517637360702,313
IU.HNR,ZN.KAW2,1064.5152153581676,313
X4.C13,IC.LSA,479.08732845907593,310
ZP.MPIK,ZP.ISOK,225.0655380871394,310
XP.PLTP,TO.PE03,753.9417004927284,309
X1.NKF01,US.HAWA,691.3451150330775,309
XE.ES11,YA.MC17,953.8739781959397,309
YI.QCB01,AK.S31K,204.25964771930654,308
GE.APE,YD.MMNN,887.1728834009155,308
XI.HALM,XI.RANI,233.03391275705798,307
AT.MID,XJ.SNOW,865.5893065041049,307
XE.ES11,YA.MC16,1057.6643553237495,307
YF.MARJ,MN.WDD,690.7149573756012,306
X4.LR13,TD.TD009,764.3482021689523,306
ZN.SA2G,GE.SUMG,865.3735001405526,306
XE.CRUZ,XE.SALI,167.84811557684762,306
XG.MJPU,XG.XZHOU,339.22586229343244,305
Z1.LBSA,Z1.VABL,201.4404263351262,305
XR.ST40,XR.W1,191.51141083539443,303
XI.RIYD,XI.HALM,315.49013111888934,302
IC.SSE,YY.004,613.8510374060969,301
YA.MC02,YA.MC10,161.94858695180955,300
BC.SPX,NN.RUB,986.9384029314168,300
XJ.TKI,XJ.APA,999.2816753367792,300
BL.FURB,BL.PPDB,542.7710606993022,298
DK.ANGG,Z7.FAG,1009.1024300243015,297
II.FFC,XS.N08,1034.3726196634036,297
ZV.GUNA,8B.402,948.1111303574037,295
1D.KIBB,YT.THRO,990.3358451196317,294
M8.AY41,S1.AUKAL,341.0147976128751,294
XS.N020,MN.WDD,821.229913413963,293
GE.SNAA,YT.THRO,1075.9227882896082,291
ZP.GEIT,ZP.BKBA,174.58260025754757,290
ZV.GUNA,X4.H19,849.0351748395565,290
2A.44,2A.48,378.5174886576544,290
GB.LRW,ZR.N1312,956.3186070333306,289
X5.PNGN,X5.JENN,238.6745716722058,288
AF.PWET,YA.KV01,695.5616686547693,288
ZV.GUNA,X4.H22,813.5644417400049,287
Z1.Z16N,Z1.Z34S,484.62383060014906,286
3E.MEL15,C1.CO05,467.6350805437783,286
7D.G13B,US.HAWA,932.7523324694994,286
XA.SA38,XA.SA71,594.98867109037,286
7D.J53C,US.HAWA,644.2751484856093,285
IU.MSKU,AF.YNDE,659.4780631834262,285
7D.J36C,PB.B934,707.3204779123525,285
7D.J48C,PB.B934,984.7103842240887,285
X4.H22,X4.H13,477.0143956975225,283
IU.MA2,XJ.APA,836.5520299682765,283
XJ.ZUP,XJ.APA,228.3655513572327,282
M8.AU52,M8.MUKOZ,966.29911687046,282
MY.KOM,ZB.Y30S,697.6077638610645,282
7D.J31C,PB.B934,800.5367830364927,282
X4.D08,ZV.MAQU,673.8504578145772,282
ZV.LORI,X4.D08,757.9990588440886,281
XE.ES11,XE.ES28,476.4471972058479,280
7D.FN16A,US.HAWA,459.29174314946613,279
IU.BILL,XJ.PAN,1046.437086429218,279
NR.NE215,8A.GAMM,486.20136513962706,278
TO.EGIP,IU.TEIG,509.98014591364904,277
XD.SING,XD.HALE,436.6603457013021,277
TX.435B,7P.PC53,586.2896613557518,276
II.NIL,XF.H1630,1012.4877477629938,276
ZB.LUNG,MY.KOM,543.206344626187,276
YH.IFAK,AF.KTWE,1062.0931119739857,275
Z8.341,Z8.320,284.5861827148363,275
XD.SING,XD.KIBA,217.26786105693657,274
ZW.AZCF,US.AMTX,433.50841585873235,274
G.SSB,YR.ED15,783.8865127103368,274
YL.S02W,Z1.LBSA,707.9122453325278,274
XD.RUNG,XD.URAM,259.7344128957627,274
CD.KMI,XC.MAQI,1067.4847447418729,273
CM.MAP,CM.RUS,967.1945993072724,272
X2.281,X2.260,205.51587181617907,272
XP.MINN,XP.E006,178.97063695642836,269
XC.AMDO,XC.MAQI,832.5477128065228,269
YD.GROM,GE.APE,1006.7050182639086,268
XB.CM11,XB.CM03,211.14315933740156,268
XV.HNJO,XV.SKOT,319.8394020744854,267
II.NNA,YS.PARW,1066.673590716766,266
TX.435B,4O.GV01,421.115775287806,265
1A.NE00,JP.JNU,962.1914487699423,264
XA.SA35,XA.SA20,360.9310404468177,263
YH.MTWA,YH.WALE,255.1542936653387,263
XJ.BNG,XJ.APA,629.7061921327592,263
YM.39,YM.37,193.30798522193095,262
NU.SIUN,6Q.FEC2,668.6733923640181,261
IU.RCBR,NB.SBBR,546.7524656314794,261
XI.UQSK,XI.SODA,833.6201015435558,261
XA.SA03,XA.SA04,183.20194109704863,261
XA.SA10,XA.SA20,308.70639399024856,260
C8.PCAQ,PO.NANL,761.363075808058,259
3U.AR2,MX.MOIG,411.0039201129869,259
ZP.KASM,IU.LSZ,647.3406534884185,258
TF.KHO,II.AAK,624.3382349827716,258
XG.MSDY,XG.DGSU,448.2086137425649,258
N4.060A,JM.NMIA0,1096.1806498122946,255
M8.AI45,M8.AY52,849.9414587014418,254
M8.AU52,M8.AU41,608.871806834283,252
XF.H0650,IC.LSA,569.50430985604,252
KN.ULHL,CK.MNAS,308.7942222526465,252
XE.WW01,XE.WC02,174.67918109037802,251
MY.KOM,ZB.LAIS,625.0358437495067,251
YS.PL03,YS.MRKH,165.2934601976917,251
NB.OCBR,NB.SBBR,238.40247276849308,250
ZN.KAW2,ZN.PMNI,164.8339543537784,250
YY.SW05,YG.CBP4F,1029.5867686847016,249
XB.CM11,XB.CM02,142.99228896979702,249
YA.MC08,YA.MC12,163.1510002422055,248
2A.46,2A.44,358.2345642735809,248
YY.SN32,YY.SN34,163.03397254541224,248
NU.CSGN,GI.AVPA,350.5427873913442,245
ZG.CP19,ZG.CB34,342.67574466003515,244
7D.G13B,7D.J20B,415.2029263183482,243
IU.LSZ,6H.FUNH,1085.1881471763734,242
XJ.TIG,XJ.APA,546.3478803712201,241
XT.PNCH,XT.MIPC,243.12134613232587,240
YB.SM05,AB.HASN,1038.9073083210917,240
7K.AN4,PE.PSSK,777.7692031850053,239
NL.HGN,YF.PB49,840.7085975915751,239
XE.ROSL,XE.UYUN,289.36985981860045,238
XJ.ZUP,XJ.ESS,221.65896974645565,238
MY.KOM,ZB.TIKU,497.6124086878397,237
3H.G56,8W.CBHM,360.6804721757995,237
XJ.ZUP,XJ.KGB,297.46655422094665,236
1G.NOP01,1G.WOP23,1030.894125300129,235
XV.BANJ,XV.MAHA,1062.6063860621505,234
XP.E006,XP.N100,895.9166283333226,230
BL.COR2,BL.CANB,607.0374794054177,229
XE.ES11,XE.ES03,176.57153541568172,228
XP.N076,XP.N100,236.2848351792401,227
NB.SBBR,NB.PFBR,352.1197151269028,226
XE.ES11,YA.MC21,892.99740329638,224
BL.PTMB,XE.ROSL,732.1471064536063,223
G.PPTF,MH.P0012,645.6435705999163,223
ID.RAR,XB.NIUE,1083.5886940223409,222
AF.HARE,IU.LSZ,403.99517945646585,222
XD.DCD,IC.LSA,984.6024242825885,221
YH.L01,US.DGMT,826.1299178281857,220
MY.KOM,ZB.N60B,440.8869327357359,219
ZL.CHUM,XH.ESP03,239.7391137867192,217
XA.CHUK,IC.LSA,329.69769904343633,215
US.AMTX,ZL.N07A,894.8437074293456,214
XW.ADEN,XW.DAMT,149.39661136338674,214
G.TAOE,MH.P0016,192.97947453061738,214
XW.ADEN,XW.SIMA,949.4554939633018,213
IC.HIA,XI.DHAA,924.1758742987073,212
XP.N044,XP.E006,349.4470914016536,212
XW.ADEN,XW.TAMU,731.0383476104615,212
NZ.URZ,6K.BRIO,1021.3527529596469,211
2P.RD10,NZ.URZ,154.29703870661368,210
XW.MAWI,XW.DAMT,197.6876502382574,210
XW.ADEN,XW.MUKA,477.7413304304131,209
GS.OK006,US.MVCO,1021.8556791766271,205
TC.TRT1,GI.PETF,967.8281757480007,205
XW.ADEN,XW.MOKA,196.31355141667143,203
ZM.GM07,ZM.GM06,248.02952170586784,203
6E.SB04,N4.X48A,462.6515662160105,201
9R.OBS16,CW.CHIV,593.6811267928276,201
PO.NWRL,C8.PCAQ,463.9458199997192,201
IP.MTOR,XB.PM04,886.4441009547716,200
YY.MGNA,YY.CHGE,203.3104296029639,198
MY.KOM,ZB.PPNG,632.2646331296369,198
XI.HOSA,XI.CHEF,160.76354487746107,198
XV.MMBE,6H.MASS,1079.89866823826,197
US.AMTX,EP.CHC4,804.2366384316033,197
GE.TIRR,HT.LKD,907.899004241357,195
XD.INZA,XD.SING,482.94250695530405,193
GE.GHAR,MN.WDD,433.75582464674164,192
2A.39,2A.32,160.41562380720663,190
IU.KIEV,YF.PB60,608.4339508496595,189
XW.ADEN,XW.SAUM,596.1697832908939,189
ZU.NZ24,Y3.CROE,509.36487105344196,188
MN.KEG,GE.SKD,957.9713700507784,188
XP.DIHI,XP.N028,237.22958727723312,187
1U.PAE,NZ.URZ,170.73677923228348,187
IU.TRQA,XY.U54B,880.1863798237903,185
NB.OCBR,NB.AGBR,506.6561265839836,183
XI.KR42,XI.HOSA,869.5621858908065,182
CU.BBGH,YI.D35,882.1516491846852,180
XJ.TKI,XJ.SBL,914.1615238089447,180
XI.KITU,XI.HOSA,993.878243372096,180
XE.LAJO,XE.ROSL,395.92525291601703,180
CW.GNEO,YU.GJ03,980.9416193816037,179
YB.AT39,HL.ARG,816.3615762103781,179
G.PPTF,MH.P0024,856.179499446323,178
BL.TRIB,BL.IBIB,287.902272633206,177
XJ.PZT,XJ.APA,163.68694585835658,177
XV.VATO,XV.ANLA,187.59577057526792,176
GE.HLG,YF.N6017,1074.2802932687373,175
GE.PMG,XD.EBM,405.60276272852576,174
M8.AI45,M8.AQ41,414.2118041209071,173
BL.NUPA,BL.ITPB,996.4396715367342,173
TO.SAFR,IM.TX02,1012.7262666225432,173
S1.AUPHS,Y2.KKVN5,543.5248193720081,172
CM.FLO2,CM.TUM,342.7117100122428,170
YH.LOBS4,6K.AVIO,947.1748181884041,170
XP.TWRS,UO.RSBO,598.986376690902,169
YF.N6029,GE.RGN,946.3305079030775,168
ZP.KAMZ,ZP.ISOK,994.2729713461209,167
XT.RPPC2,XT.CMPC,297.4416236328934,167
8G.EC17,CM.TUM,240.5653407729085,166
G.TAOE,MH.P0017,574.9649731904373,166
YC.HEDI,YC.HUER,369.34144381044587,163
II.NIL,XF.H1415,1031.7668285485333,159
XK.W10LW,XK.Q05MJ,229.19695400453628,158
X4.D11,IC.LSA,750.420074701301,158
ZD.G01,ZD.D03,201.3592600446465,158
Z9.W14,ZL.N06M,664.1826807908877,157
XR.FA14,XR.FA24,785.8114418878951,157
YY.NEKE,YY.DAQU,475.23485360586926,154
XB.CM27,XB.CM01,635.5042744308901,154
1G.WA05,IC.XAN,613.0702634926561,154
XF.NG010,IC.LSA,713.4266039199143,153
BL.PTMB,BL.NAVB,340.6515962955327,153
GT.PLCA,XY.U72B,759.226047558957,152
IC.XAN,1G.WA08,698.9502882720656,151
YY.SW05,YY.SW03,146.99822586425682,151
YF.N6002,GE.HLG,1041.4787109228375,150
ZB.B01,MG.JRQG,1107.5009867904107,150
GE.RIOB,II.NNA,1013.2536935115089,148
IU.TRQA,XY.U06B,1022.3864255893003,148
8S.FL01,II.CMLA,300.22716310789406,148
X4.A01,X4.F06,370.95735017048173,147
NL.HGN,ZU.PA69,989.3934616155385,147
XV.NW300,QZ.BRZS,260.46469986743676,147
IU.LSZ,ZP.MWEN,583.0702411787033,146
XV.SW060,QZ.BRZS,415.3602810491664,145
US.GLMI,ZN.DC34,915.1989385950768,145
IC.HIA,1G.EA29,1022.7210227963378,143
7B.SA04,7B.SA03,389.68486759148277,143
Z1.Z21G,Z1.Z09L,315.0153666031289,143
7B.SA04,7B.SA05,423.29519206492233,142
XF.NG010,XF.NP100,156.5547705899713,141
CA.CARA,1L.ST30,838.9146596697441,140
IC.XAN,1G.WA17,751.4267151802318,140
1G.WA20,IC.XAN,820.3073908823931,140
MH.P0023,MH.P0022,456.30066042656495,140
IU.BILL,XJ.OSO,992.5933089238697,140
G.ROCAM,MR.MRIV,616.4983619495368,139
7B.SA04,7B.SA07,754.3407820779239,139
XE.PACH,XE.SALI,179.13272852410026,138
7B.SA03,7B.SA08,1031.5473056772457,138
IC.XAN,XD.ZHY,935.497206748936,138
G.TAOE,MH.P0018,948.5360167507689,136
7B.SC08,7B.SC06,485.1705287028855,135
IU.TRQA,C.COCH,981.7496858387079,135
7B.SD03,7B.SD08,651.9688159412278,134
K5.MONG,MM.MDY,768.4912992284821,133
XL.HMP,IU.INCN,326.3076779844557,133
XB.PAPL,XB.CHAZ,401.8020828148004,133
XB.POP2,XB.CHAZ,138.35552469304088,132
XW.ADEN,2H.BTIE,567.4660383999669,131
XD.JYG,XD.ZHY,211.57328851057417,131
NY.WGLY,ZQ.ETIP,778.4825113211083,130
N4.R32B,XR.FG01,199.2436320117162,130
XW.GHDI,XW.DAMT,822.0745867097176,129
GS.KS24,TX.DKNS,722.1223677502161,129
OZ.GRASY,M8.RUGBY,771.2057356425199,128
M8.TEFOZ,S1.AUKAL,890.4197952902932,128
M8.AM37,S1.AUBUS,867.2223062243553,128
YJ.VMG01,GT.PLCA,510.68022326588095,128
MN.VSL,YD.OBS14,439.33998135832024,128
3A.L107,XY.U54B,422.8174228887118,128
YQ.N002,YQ.N009,160.8110437869966,127
XW.PDG,XW.ATUS,487.9007781854627,123
PO.ACTO,ZS.W05,820.4287345272713,123
ZP.MKUS,ZP.ISOK,521.5245811252439,122
XP.N100,XP.N060,396.28671323074366,122
XB.ALIE5,XH.S22,347.0679403763881,121
XP.N116,XP.N100,163.28224030359425,121
YS.OLC5,TO.PE03,559.5597089449731,119
AK.PPLA,ZE.HOLG,363.92136193830663,117
7B.SB06,7B.SB09,691.9690294900462,116
PO.MATQ,PO.KJKQ,613.6176829473799,115
GT.PLCA,3A.L201,332.5164817966514,113
XV.SOLA,XV.LAHA,187.97210160673185,112
II.FFC,XK.5190,869.4475683615494,112
7B.SA06,7B.SA08,408.2006024934314,111
X4.C13,Y2.NOCO,1030.7928811271693,111
N4.060A,NM.EUAL,993.8321110737601,110
YA.KV01,1C.NASO,858.8642747344702,110
BL.STMB,BL.CRJB,654.1253056683889,109
QZ.CHM,XV.NW140,1107.3481140730119,108
XD.MISC,XD.EBM,232.9679659535848,108
CU.GRTK,ZU.GGIL,243.68962138798264,108
C1.VA04,2V.PO20,1051.070000628683,105
7B.SA01,7B.SA03,711.4403963334403,103
MH.P0022,MH.P0021,339.1846981984125,102
MY.KOM,ZB.L10S,354.88996121865193,102
XD.EBM,XD.KUL2,281.83631157014054,100
IU.LSZ,6H.INCA,743.2185904413947,99
XB.KAPU,XB.CHAZ,294.58239588819384,99
XN.B07,XN.A06,219.97820604075213,98
GS.SJPH,CU.GRTK,417.8314705791736,98
7B.SD05,7B.SD03,852.2479509295498,98
ZB.PUTR,MY.KUM,592.5821998062661,97
MN.VSL,YD.OBS10,721.9840566492312,97
G.PPTF,MH.P0013,903.6512679716396,94
XP.E026,XP.DIHI,395.4551577412597,93
XG.HUB03,KN.ULHL,671.3892543940154,93
KN.ULHL,XG.SAB01,901.7395330980228,91
6H.CHID,AF.HVD,1062.537230989924,90
XV.HRAU,XV.HNJO,194.55479160768172,90
