key1,key2,distance_km,shared_days
YT.HOWE,XH.RS02,1064.8263603305763,734
AK.GLB,YG.GLN4,208.01998627445113,733
XK.B04KH,XK.B07DX,183.95208733436144,731
YB.AT49,YB.AT63,227.2445034999627,731
GB.LEWI,GB.DRUM,295.23695437228724,730
XH.DR16,XH.RS06,259.1006801684598,729
DK.NOR,XF.NE6,470.30850395982776,729
7U.TJTJ,YT.SILY,622.5214133535511,728
DK.SOEG,XF.NE1,782.015435065105,728
DK.DBG,XF.NE5,330.9103073206008,728
G.SSB,XB.PS37,1047.8573567048113,727
Z5.NTGM,Z5.MASD,323.2375306163388,727
YS.TL06,YS.SARA,589.5608458982374,727
KO.ELL,3K.NIKI,334.6412043240274,727
Z5.LAMW,Z5.MASD,237.38262430576233,727
IU.KIEV,YD.6C04,827.446381391771,726
Z5.KAGD,Z5.MASD,139.0893323068278,726
IU.TRQA,XH.ESP03,943.2945231883019,726
YT.HOWE,XH.DR15,932.0867596537271,725
YT.ST07,YT.CLRK,440.74176901321226,725
DK.DY2G,XF.NE3,1106.7880600586795,725
DK.NOR,XF.NE2,1069.714196868042,725
YS.TL06,YS.SAVU,554.3666323905505,723
YS.TL06,YS.MTNG,150.33314019599123,723
XH.DR16,XH.RS15,212.3574245625388,721
YB.AT49,YB.AT19,177.68488930367658,720
XH.RS08,YT.SILY,868.6489623663743,719
YT.ST14,YT.MPAT,484.6503749311585,719
RM.DLV,TW.VNAS,665.2557205134586,719
1D.KIBB,1D.PIG3,895.7567164751846,718
YT.MA09,XH.RS10,984.6220113331642,717
NN.SLVR,IE.BCYI,811.0535912223226,715
US.ECSD,XO.MG05,847.02766733764,714
7A.BDEG,US.GLMI,1038.1979978424224,714
CU.BBGH,PR.SNC1,755.8539910221348,714
YT.AGO1,XH.RS17,935.7833508460673,713
YS.ONIX,YS.MTNG,213.2561320604096,713
JP.JNU,1U.SHRD,997.8204335708593,712
TO.PG20,II.NNA,423.6301344434938,712
AF.PWET,IU.LSZ,779.019800887566,711
YS.TL06,YS.HADA,320.5208805964469,711
US.GLMI,XO.SOKY,819.3301279732488,710
ZL.NOQE,ZL.BARR,258.1317713346533,708
MM.YGN,MM.MDY,572.8265326822074,706
VE.IMOV,VE.CAIV,751.5266528933213,706
YT.KOLR,YT.MA07,702.2438762959248,704
AT.MID,7C.MM26,950.7698464633245,704
IC.HIA,YP.NE57,631.9050540786423,704
IC.HIA,YP.NE83,347.1012837032688,703
IC.HIA,YP.NE81,425.07111735964924,703
XH.RS12,YT.MA06,1009.7252952001163,702
YP.NE59,YP.NE57,215.7851070642478,702
XV.MMBE,XV.MAJA,742.3347257240605,701
XV.MAJA,XV.ANTS,193.26517710533147,700
CU.GRGR,YU.NL10,1084.460315928194,699
YU.SL09,CM.SJC,292.822346277532,698
XV.MAJA,XV.ANLA,390.54900183493214,697
ZM.N156,ZM.N140,166.0065110904589,696
IM.TX02,XR.SC25,472.7715377902647,696
WF.SPG,EI.IMAC,416.7381955937723,695
YP.NEA3,YP.NE57,411.6282794508182,695
YP.NE57,YP.NE9B,597.8227435972304,694
XT.D58,PB.B934,738.0328153983468,694
Y6.MALY,Y6.HOLY,252.89458328683358,694
XV.MMBE,XV.LAHA,1052.0284790484513,694
YT.WAIS,YT.ST10,582.2393599728291,691
YP.NEA9,YP.NE9B,158.29378748877934,691
XV.MMBE,XV.MAHA,470.9726061407035,691
4Q.UT19,C1.CO05,860.2951723285873,690
XW.KSA,II.AAK,308.1946034429096,688
IC.HIA,YP.NE8B,581.9181524463435,687
XA.SA38,XA.SA76,763.6904878668423,687
YP.NE66,YP.NE81,338.33371019864506,686
YD.3H07,YD.6C04,305.1653795549923,686
VE.GUNV,VE.IMOV,902.2060781064424,686
AB.HASN,MP.KUT1,819.0514669748948,686
TT.THTN,MN.WDD,527.8137972863348,686
C1.VA04,3Y.SC02,969.4834242772696,686
NR.NE78,NR.NE74,495.13336782307505,684
XK.W12MB,XK.W10LW,181.73742765407403,682
1D.FOWL,YT.THUR,716.9676048808107,682
XK.W10LW,XK.W02NB,139.07834306336653,682
XK.W12MB,XK.W15SS,177.66515565173108,680
YY.CHGE,YY.ABMD,140.61269591286197,678
M8.AI45,M8.WATNG,317.9798047803049,677
M8.AU52,S1.AUBUS,518.3970560049199,677
XK.W12MB,XK.Z09CG,303.2744156863148,676
YY.GORE,YY.NEKE,150.87128746485362,675
Z9.W315,Z9.E07,418.4728126003236,675
XK.B04KH,XK.Z04NN,1048.7104543346757,675
YY.SHER,YY.CHGE,193.56882520872577,674
RV.ASHMA,IE.BCYI,1108.450384592218,674
1P.OHRS,1P.CURI,325.64119346461507,673
3C.GS02,3C.SL09,212.4570890239915,673
GE.TIRR,YL.BEKI,590.7888030495482,671
YW.MAIO,YW.PATM,139.78023535400303,670
IU.LSZ,AF.LBB,412.5833965430624,666
YC.SBA8,II.KAPI,1066.370882609348,666
XK.Z09CG,XK.Q07MR,571.3360027151472,665
YC.SBA8,YC.SBC5,164.70833290521844,665
ZM.GM01,ZM.N140,244.40102390969312,664
YC.SBE1,YC.SBA2,197.2591855122858,663
YW.MAIO,YW.SALA,169.0283326286958,663
ZL.A01,ZL.B07,217.24261823605337,663
YY.NGLE,YY.CHGE,710.5498075632329,662
X5.PNGN,X5.CHIN,564.7383204298725,662
XL.HV10,XL.AT04,700.1523169186739,661
GE.TIRR,YL.ARSL,723.9146106323831,661
YB.AT06,YB.AT63,380.9598593568432,660
RU.VSLR,GF.TEPE,983.9555785434843,660
XL.AT13,XL.AT04,162.2047426113209,659
YP.NE8I,YP.NE57,842.0787349938582,656
TO.CC08,PB.B934,490.6956712350062,652
YD.3D08,YD.6C04,155.9800421522451,651
YD.3D14,YD.6C04,392.6408073040274,650
XM.ANB07,C1.CO05,1013.7316389515373,650
VE.LUEV,VE.CAIV,561.6106520602593,650
XL.HD68,XL.HD74,619.3575797637673,648
VE.ELOV,VE.CAIV,350.67695130934584,647
XL.HD74,XL.HD73,159.22239304614826,646
XL.HD68,XL.HD09,185.43728700207282,645
XL.HD72,XL.HD73,186.12951094430653,645
XL.HD68,XL.HD25,373.16022592560944,645
C1.CO05,XM.ASB13,676.041729842409,645
C1.CO05,XM.ANB10,852.0139721226282,644
XG.ERGN,XG.MSDY,296.9117141974231,644
XL.HD54,XL.HD74,281.86228067686386,644
XL.HD68,XL.HD41,486.6451371226947,644
ZF.HYNE,ZF.LYDE,305.22124780132737,644
IU.SAML,ZG.CB34,772.5450029834864,642
YC.SBF4,YC.SBC5,145.96052871328104,641
TW.VDOS,TW.KMNB,451.6740997143599,641
XL.HD72,XL.HD75,534.3615023803743,640
XM.ANB07,XM.ANB19,451.37137225603,639
X7.WA33,TD.TD009,650.5760371851078,639
XM.ANB03,XM.ANB10,229.59568075035818,639
XM.ASB22,XM.ANB10,999.8293711771081,638
XM.ANB19,XM.ANB20,256.1986076196925,638
7C.MM17,7C.MM30,289.23502939186625,636
JP.ASAJ,YP.NE6F,908.924204751311,636
YU.NL02,CU.GRGR,989.2334121785223,636
ZG.CB34,ZG.CP13,422.11014031680435,636
ZG.CP13,ZG.CP12,211.4727177870473,631
ZM.P080,ZM.N140,296.91804497691504,631
XM.ANB07,XM.ANB18,679.57403099599,629
MN.PDG,TT.TAMR,1053.1938059987835,625
C1.CO05,XM.CB01,875.5483555374323,624
YP.NEA5,YP.NE9B,441.08743723672006,623
C1.CO05,XM.CB22,710.2893970847969,623
YD.3F11,YD.6C04,318.422825527882,623
KN.ULHL,XP.ORTK,166.38047231052093,621
XV.DGOS,XV.ANTS,324.5664179833647,621
ZG.CP07,ZG.CP13,259.77923624477455,620
HV.ANDI,3J.OBS01,151.58387813403476,620
Y2.GUGE,Y2.WT12,154.60296150448679,619
HV.ANDI,3J.OBS28,237.52372787418489,619
3J.OBS04,HV.ANDI,427.52140575092716,619
5A.KAVI,5A.LASU,320.27912865681947,619
HV.ANDI,3J.OBS23,189.40913622153758,619
HV.ANDI,3J.OBS17,288.44948287308716,619
HV.ANDI,3J.OBS13,493.3516289926063,619
HV.ANDI,3J.OBS11,507.3730323238197,618
BL.POPB,BL.CANB,258.55330321226404,618
3J.OBS19,3J.OBS17,206.2248685641087,618
M8.MOGAR,S1.AUDCS,511.41844029004267,618
X4.A01,IC.LSA,825.4889211658708,618
TX.ELG6,TX.BRDY,337.027354139044,618
XL.HD03,XL.HD09,195.7488419006204,617
XK.B17CI,XK.B04KH,213.01404901730243,617
3J.OBS30,3J.OBS28,215.02539464828968,617
C1.CO05,XM.ASB04,673.664390984912,616
OZ.CURRY,OZ.ROWM,431.11897997303663,615
YT.KOLR,YT.ST02,698.1473262960219,615
OZ.TOT,OZ.DTMM,171.81704264507286,615
OZ.GRASY,OZ.MARG,248.87337762007652,615
Y2.WT06,Y2.WT12,137.72571406995806,615
IU.KOWA,GT.DBIC,875.1244720612901,613
TJ.MURGB,QZ.ZHTS,567.9663259964748,611
X6.NS10,ZL.BARR,538.0293949559305,610
OZ.AWOON,S1.AUDCS,944.2791735732368,610
JP.ASAJ,YP.NEAB,929.3418709806411,609
GT.CPUP,BL.CMPA,817.450926098876,606
Y1.KERK,6R.MAGE,340.0836716109695,604
PO.MATQ,4A.MN50,941.2256210206924,602
XV.MMBE,XV.SENA,995.8852803657535,602
TO.MONT,IU.TEIG,736.3425399160914,601
YD.3B13,YD.6C04,370.01056731350604,599
BL.TRSB,IU.RCBR,760.7560683084733,598
N4.R61A,N4.G65A,998.7374600089938,598
BX.KGCAE,BX.XAUDM,488.1524117943514,597
MR.MRIV,XV.LAHA,968.6539628556667,594
VE.PAYV,VE.IMOV,849.8132071116464,594
IC.HIA,YP.NE7D,806.2829629015002,594
YP.NE57,YP.NEAD,886.1350226931829,594
1F.ANIM,KO.ELL,768.7342497656649,593
XD.HOT16,XD.HOT28,291.23849773967055,592
XQ.ME10,MB.HRY,1064.3225734477899,591
YU.SL02,CM.SJC,516.9216009035487,590
YP.NE61,YP.NE57,581.8853180906589,589
X5.MARN,DK.KULLO,801.2035200766545,589
5A.LIHIR,5A.LASU,149.3814294644797,587
XM.ANB07,XM.ANB11,270.63929114807985,586
YT.HOWD,YT.ST04,707.3160595384769,586
US.GLMI,X8.QM76,984.5054950142332,585
7C.MM40,NY.WGLY,316.2579347777091,585
RU.ERBR,RU.R27,339.2738163690776,585
XW.LIRA,XW.AMDT,208.73895471717503,584
VE.IMOV,VE.JACV,266.2511666398842,583
XL.HD09,XL.HD48,246.10372996843287,581
MH.P0006,G.FUTU,148.10330448123017,578
GE.PUL,YV.NSS,1084.9101775658398,578
EC.MCRA,II.NNA,913.5996651438242,575
IU.HNR,G.SANVU,1032.6609723019676,575
S1.AUPHS,OZ.BOGA,840.4411854904926,574
OK.HEWI,US.ECSD,743.5292177187334,572
DK.ICESG,XF.NE4,858.5293329914797,565
ZL.B01,ZL.B07,140.0260299996734,564
AK.PPLA,XR.NOM,671.8880182577794,564
CI.CIA,XM.UT52,863.5147401603933,564
YW.PJOR,YW.SALA,241.96945703517721,563
Y5.RW1,Y5.FMC,264.34430870943254,562
XM.ANB07,XM.ANB16,228.94612501730572,561
ZD.FM09,TO.PE03,519.6642414965321,561
ZD.FM03,II.NNA,218.8662385555821,559
XM.ANB07,XM.ANB17,425.451437978096,559
1E.CNF,DK.KULLO,801.3946283163034,558
GE.IBBN,XK.HOYT,999.4920501725759,553
X5.NOTN,X5.SHMN,324.92875289743694,552
CI.CIA,XK.UT65,788.651621498338,551
7S.GORG,NZ.URZ,982.1013273831621,550
ON.RIB01,ON.ANA01,533.1771316153672,549
AF.TEZI,AF.MONG,320.5468438144791,549
HL.RDO,YB.AT56,996.139255798558,549
MH.P0008,G.FUTU,707.9776628830259,548
TO.PH20,II.NNA,634.5164556343506,547
Z1.Z16N,Z1.Z21G,150.11827207920754,547
IU.LSZ,ZP.PNDA,1040.8454154131546,546
AK.DCPH,XN.A06,837.6440249180853,545
S1.AUALC,S1.AUAPY,338.0322792939577,545
BL.CRJB,BL.TRSB,836.9159404302794,540
X8.QM90,US.GLMI,996.6079605355633,540
NU.SIUN,SV.RBDL,531.6840117527125,539
AF.GRM,ZQ.AAM2,766.4411147292701,539
US.HAWA,XQ.ME62,786.8586546928236,538
NU.SIUN,YG.INC37,443.0945002427099,538
G.SSB,YF.DUOK,830.8029773732533,535
BL.AQDA,BL.CDSB,355.12108009510905,534
N4.E62A,N4.R61A,1037.1828769635683,530
GE.IBBN,XK.NOVR,977.9345832569774,530
8A.BAHE,8A.SOLI,285.69820810500215,527
XA.SA18,XA.SA76,1050.4460215332342,527
GH.MRON,GH.KLEF,208.1084160768354,526
X4.D26,IC.LSA,587.6388065955797,523
8A.AIAI,8A.BAHE,758.6391599248551,522
XW.KABG,XW.LIRA,196.52360932099833,521
IU.SAML,ZD.FS07,1076.729151929832,521
8A.GAMM,8A.WAND,501.662902596059,519
AK.GLB,ZE.BULG,390.24662529078705,517
X8.QM58,X8.QM38,206.77511505146913,516
Z1.Z01J,Z1.Z16N,299.90783772512935,515
XI.TANG,Y2.PURG,1078.4534757271322,513
GE.TIRR,XS.N039,542.0003199290054,512
XA.GP03,KO.KARS,257.79844132325206,510
GH.MRON,GH.WEIJ,156.17451500039442,509
XA.SA01,XA.SA38,1085.6200427935194,506
MH.P0009,G.FUTU,1080.5169559970188,505
XF.MA28,XF.MA36,256.9613711404076,505
AT.SVW2,XF.GOAT,778.8053165642439,505
XA.SA81,XA.SA38,668.7230319087802,502
ZG.CB14,TO.PE03,625.4816824815732,499
GE.TIRR,YG.CBP4F,1023.8296368076849,498
Z8.373,Z8.365,141.31137049808484,498
GT.DBIC,AF.IFE,1032.2336752818755,498
YP.NE83,YP.NE32,417.15234723611167,497
GE.TIRR,XS.S040,834.6823672473867,496
TO.MULU,XF.MA28,371.9964937740349,494
5A.KIMBE,5A.LASU,357.66150942490907,492
TT.THTN,TT.TATN,372.4992786445377,492
GE.TIRR,XS.S009,927.342869172638,489
C8.MWAB,PB.B934,1107.70660373107,489
MP.SAM2,AB.HASN,1066.9728107635092,489
Z8.320,Z8.365,650.657771343346,488
XF.MA28,XF.MA40,140.43374502752744,486
XV.NAPU,XV.MAJA,772.6670541676016,486
RU.ANN,KO.KARS,668.7843833902921,486
ZM.N156,ZM.N173,162.48653777036208,485
ZL.NOQE,ZL.COLO,144.74181300376668,484
BL.PDCB,IU.RCBR,824.9445137470991,483
I0.RD179,PQ.LHLYB,795.1936066982817,481
MB.HRY,XC.OR100,716.240726468089,480
GE.SKD,YF.HVAR,1075.9622195604672,480
YQ.MATA,XJ.LN25,748.822562546034,479
ZV.XWAN,IU.ULN,1104.846451835153,479
II.NNA,EC.BOSC,999.2674873033059,479
II.UOSS,KW.MIB,1028.088132420666,477
YJ.BAK01,GT.PLCA,726.2911705206939,476
ZP.BKBA,ZP.KIBO,275.2917798190122,476
8F.VIGR,DK.ANGG,757.7018324036783,473
AF.NSU,AF.YNDE,557.5812567378616,472
II.FFC,Y5.DOR,429.44304687788764,472
XM.ASB13,XM.ASB11,454.1819152276692,472
2O.BTL04,2O.BTL07,196.53999525006634,471
XM.ANB20,XM.ASB20,1010.7055919842123,471
XM.ASB08,XM.ASB13,276.53710821766435,471
CI.CIA,XM.NM32,1039.944531874186,471
3C.GS02,3C.NW09,212.81443843973375,470
US.HAWA,XL.MG06,1054.6771049264144,469
Z8.356,Z8.365,138.68045471871886,468
HV.ANDI,3J.OBS10,628.8220811624253,467
YP.NE59,YP.NE5D,290.6085200760126,465
S1.AUMUL,S1.AUDCS,620.2458863541048,465
AK.SPIA,XO.KD02,1050.1548972690346,465
XB.CM06,XB.CM29,808.7382923603047,464
ZV.GUNA,IC.XAN,735.5856369026775,464
AK.SPIA,XO.LA32,827.8551874709734,462
AK.DCPH,XY.BN23,754.9290956551529,461
AK.SPIA,XO.LD42,974.04895337338,459
ZM.GM04,ZM.N140,519.7722528606789,459
IU.PMSA,XB.ELEF,597.8568238209175,459
XO.JSO2,IC.LSA,632.1962232843186,459
GE.TIRR,YG.CBP2J,864.9599269803662,457
ZP.MGOR,ZP.PNDA,731.8645867893531,457
GE.TIRR,YG.CBP4N,822.5645901383582,456
BL.AGVB,BL.PPDB,278.6122917372741,456
XG.MSDY,XG.BYBT,212.41250312903531,456
IU.LSZ,XV.TETE,583.8100054492567,455
YB.IF01,DK.MUD,1100.0843192822435,455
DK.KULLO,1E.TQF,874.629951970053,454
IU.LSZ,ZP.LAEL,856.8170965893698,453
GE.TIRR,XS.S037,694.7966788404685,453
IL.IR3,SR.MAIO,768.3231574156528,453
IM.TX02,XP.S29,889.4796030049636,453
ZP.JNJA,ZP.KIBO,525.350779909783,453
XP.N20,MB.HRY,980.6708108283242,452
3H.G33,3H.G30,180.35175118290297,452
XA.AX08,MP.DHK1,368.7281435265214,451
3H.G30,3H.G18,174.70406680604793,451
HV.ANDI,3J.OBS26,198.85033132613015,449
3H.G15,3H.G18,162.45886846099557,449
3H.G52,3H.G56,318.32699775444337,448
3H.G52,3H.G27,299.04883081904643,447
XD.C02,US.MVCO,789.4490561698742,446
3H.G39,3H.G27,272.11312033149983,445
8Q.P19,8Q.P11,202.65623373977874,445
3H.G08,3H.G30,493.51460288258147,444
3H.G23,3H.G30,312.9498869616565,443
3H.G01,3H.G18,482.98935850049634,443
5A.ARAWA,5A.LASU,345.6231025600902,443
ZI.MB19,ZI.MB16,149.49784009868475,443
3H.G15,3H.G06,184.3814929135504,442
8Q.P15,8Q.P13,272.14219850083794,440
8Q.P12,8Q.P13,148.2410768449728,440
5H.EITE,5H.TIOE,233.19291620197222,440
8Q.P20,8Q.P15,229.4043000148988,440
8Q.P21,8Q.P15,206.0104061134816,439
YT.EAGL,YT.DUFK,523.8939089711417,439
XE.ES11,IC.LSA,377.5525560266222,438
3H.G27,3H.G44,189.4399198287228,438
8Q.P12,8Q.P03,241.35221296052504,437
OZ.MRAT,OZ.DTMM,914.1104264288529,436
OZ.ROWM,OZ.HKER,851.6908067413856,436
S1.AUPHS,OZ.MILD,898.3398117863612,436
8Q.P11,8Q.P18,270.92447106138263,436
8Q.P18,8Q.P09,140.1458629341642,434
ZV.GUNA,8B.430,909.8949895745977,434
IU.TEIG,YO.N11,814.3665676282262,434
8B.416,ZV.GUNA,939.1611938998889,433
YQ.MATA,ZV.CHAA,333.6346635623752,432
Y1.N7027,IU.KEV,445.260006719809,431
GT.CPUP,BL.ITAB,506.905096362709,431
ZQ.159,IC.XAN,891.1181860089984,430
BL.CRJB,BL.SNVB,809.6410220425904,430
OZ.GRASY,OZ.ROBE,485.68121062359296,429
II.LVZ,ZR.N1306,817.6938420127688,429
XE.ES31,XE.ES11,366.02533546090734,429
AK.SPIA,XO.ET20,913.0043392356447,429
BL.PDCB,BL.ITPB,388.34561423808714,429
8Q.P19,8Q.P22,597.3090106776483,428
8Q.P17,8Q.P11,357.2058047814694,428
ZQ.103,IC.XAN,787.4869638380098,428
XC.OR061,MB.HRY,778.128758688091,426
XN.BC03,XN.A06,178.6993526528521,426
ZD.FN11,ZD.FM06,284.01605088503584,425
AT.MID,XO.WD49,652.6500091284968,425
IC.SSE,ZQ.184,1057.6753405490924,424
TO.PH20,XP.LZAE,1103.909149479676,423
AT.MID,XO.WD58,810.6851862101532,422
MM.NGU,XR.MS02,294.90531541544664,422
C1.CO05,C1.AF02,506.26554668847785,421
CI.CIA,UO.TOMA,1055.7484598906751,420
XO.WD60,AK.SPIA,1005.9709159977335,420
IM.TX02,X2.CRAT,979.8826325280751,418
AK.SPIA,XO.WD67,859.8680358428237,418
YO.F6,IU.TEIG,1019.6446467624563,418
YS.PL37,YS.NGOK,258.7693343460144,417
XO.WD54,AT.MID,380.12546657230746,416
7D.G36D,PB.B934,395.8019588067167,416
XY.BS07,XY.BN23,340.0280111315652,416
YS.PL38,YS.NGOK,341.2411015201353,416
YS.PL71,YS.PL37,269.48605877082093,414
XW.AKSU,II.AAK,493.48612964566803,413
8A.BAHE,8A.AROB,740.8893778633352,413
XO.WD69,XO.WD58,348.3844493983358,412
XN.B15,XN.A06,588.0061252720812,412
US.GLMI,XO.LE17,849.6681247414878,411
GI.HUBA,NU.BILN,873.2331295162395,409
XN.A06,XN.A16,356.6269706330762,409
XC.OR088,XE.SNPG9,399.9730901120375,406
XG.MSDY,XG.KTLN,438.52049449435856,406
YS.PL57,YS.NGOK,978.3369127486611,403
XR.ST05,IC.LSA,174.55954961468527,403
YI.BARR,YI.GROG,199.59832553405826,402
TO.CARR,TO.MULU,251.25378261368147,402
XO.WD54,XO.WD72,169.50240287300005,400
XR.MS09,XR.BA07,471.90522904144916,399
9C.2A11,AT.SVW2,1056.8256639417716,398
XV.BAND,XV.LAHA,780.3243617610622,398
II.FFC,XR.FA24,912.515958667217,397
HL.RDO,YH.KO07,388.488091083627,396
MH.P0011,MH.P0010,676.3224440974975,396
XM.NM24,XM.NM32,147.58620218755016,396
BL.PORB,BL.PAZB,278.10969403235043,396
XE.EE04,XE.CC07,301.30723098349904,395
XV.ZOBE,XV.LAHA,483.0333570846256,395
XL.HD25,XL.HD21,186.2669562864806,394
XV.LAHA,XV.BITY,668.3074253098296,394
ZA.B21,ZA.B26,269.66369133036443,394
YS.PL39,YS.PL38,231.14796796302392,393
VE.GUNV,XT.CMPC,303.86526408910004,393
YS.PL44,YS.PL37,984.18789039518,393
YS.PL71,YS.PL40,695.5785304872926,393
XE.EE04,XE.WC02,449.8581351921107,393
8A.MALT,8A.KANO,676.9258330510914,392
ZA.B02,ZA.B06,268.7823305112803,392
YS.PL37,YS.PL41,540.5267729558283,392
YS.PL37,YS.PL46,591.5811443848952,392
YS.PL43,YS.PL38,988.7176352022959,392
ZX.215,XG.ELSH,368.25416477042114,392
YS.PL57,YS.PL62,476.932081254273,391
ZA.B20,ZA.B06,557.6645848674,391
YS.PL37,YS.PL69,459.1399455173833,390
YS.PL50,YS.NGOK,712.8298573709532,390
YS.PL63,YS.PL62,245.35540227611054,390
YQ.MATA,YQ.KIMO,298.21210471918624,390
2D.OBS16,PB.B934,654.0391596840001,389
2D.OBS08,PB.B934,826.6806186898124,389
PB.B934,2D.OBS06,857.4258855397854,389
2D.OBS13,PB.B934,799.5315908852955,389
YS.PL68,YS.PL69,188.55059539311702,387
TX.435B,ZZ.FWU17,688.9073374475562,387
YS.PL67,YS.PL69,160.8466203803634,387
YS.PL61,YS.NGOK,1032.6180401843446,387
BL.IGCB,BL.TRSB,685.3807621880237,386
XE.WW03,XE.EE04,490.22851778276436,385
1D.ATOL,YT.HOWD,858.7367168738439,385
2D.OBS21,PB.B934,658.160450995285,385
CU.ANWB,ZZ.XSJN,489.17953207211144,384
TW.KMNB,YM.12,452.4536233143164,384
YM.39,TW.KMNB,440.6018555637311,384
XV.BAND,XV.AMPY,492.70918096703826,384
XO.EP16,AT.MID,598.0227558470584,383
IM.H10S2,XS.L02A,918.8595607283663,382
ZR.N1317,ZR.N1306,223.23431859947507,382
XS.L02A,XS.I04D,173.7135308817424,382
1D.KIBB,1D.ELSW,561.4686054445625,381
XB.CM06,XB.CM24,568.993110068362,380
QZ.USHN,X7.MC06,999.8438632940272,380
MP.ANB2,KO.ELL,1034.5854631791915,380
Z8.310,Z8.320,153.61312518931817,380
QZ.ZSN,X7.MC14,592.0774202638722,380
S1.AUDCS,YW.MSWL3,216.7776935054431,379
1G.NOP01,YP.NE81,669.219920836824,378
Z6.01,JP.CBIJ,685.7704839231143,378
YS.PL61,YS.PL70,795.0070136344441,377
X9.BB240,PB.B934,555.6843038539998,376
XR.FA23,XR.FA24,145.96515586736356,376
XA.AX08,YL.WKZ15,861.7712686827812,376
NJ.TORO,GH.KLEF,1028.5393039292787,375
BL.CDCB,BL.AGVB,578.9091888904852,375
XS.I12D,GT.DBIC,1065.003015828274,374
JP.CBIJ,Z6.08L,921.5969450906982,373
X9.BB420,X9.BB240,151.02844772912266,373
XS.I12D,XS.I14D,319.21492641346214,372
XS.S15D,XS.I14D,159.30553698836863,371
XS.I04D,XS.L16D,979.551393128148,370
YS.PL03,YS.PL08,250.17141709470064,370
XS.L18D,XS.I04D,813.1153619677495,369
ZU.NZ04,NZ.URZ,1069.8297417277697,369
YL.F01,Z1.LBSA,857.040296615003,369
1D.ROTH,YT.MECK,874.2559131305824,369
YS.PL14,YS.PL03,320.55746963750255,369
XT.CMPC,XT.MHTO,748.4904807026859,368
7B.NN01,7B.MM04,268.5178850423032,368
ZU.NZ01,ZU.NZ04,280.7976817799804,368
XF.B18,XF.B01,303.439115453763,368
IU.LSZ,ZP.ISOK,745.6947449580408,367
YB.AT44,YB.AT49,219.11855697391314,367
1K.GIAN,CA.CFAR,890.1665862848059,367
IC.HIA,XG.SQUAN,996.1301780242653,367
Z6.01,Z6.13,625.9915694229467,367
ZU.NZ22,NZ.URZ,740.8389005947004,367
ZP.KISH,IU.LSZ,393.3861849366448,367
ZV.GUNA,X4.D08,577.3761358580188,367
1E.WHI,DK.KULLO,1003.9606088070155,367
XT.B151,XT.CMPC,711.1758824453032,366
XS.S15D,XS.S24D,685.6383247209684,366
7B.SS03,7B.SS01,257.2581330874297,366
ZM.P124,ZM.N140,491.7467293229516,366
7B.NN04,7B.NM04,174.43624275364382,366
XE.ROSL,XE.SALI,371.671942671252,365
YS.PL14,YS.PL27,202.2302328218504,365
YS.PL14,YS.PL19,240.03599298566058,365
XE.ES11,XE.ES19,192.76515096954554,365
Z6.01,Z6.16,591.7585991550176,365
YS.PL27,YS.PL21,141.74435165492994,365
IM.I51H3,YO.D03,935.7933413613629,364
AI.BELA,1D.BREN,973.0406043425891,364
XT.PNCH,XT.MHTO,300.2731172869794,364
ZU.NZ24,ZU.NZ22,192.69597599961048,364
XV.VINA,XV.ZOBE,211.80604597731192,363
ZU.NZ12,ZU.NZ01,404.92666927007764,363
XS.S32D,XS.I14D,856.984145533783,363
X4.GS01,XO.JSO2,1033.094128484826,363
YO.X01,N4.V51A,879.7770166026378,362
ZU.NZ24,ZU.NZ26,202.91871218299067,362
XM.ANB19,XM.ASB19,967.6837921529078,362
ZU.NZ29,ZU.NZ22,160.64280057335822,362
YT.ST01,YT.CLRK,999.9057293872395,361
X5.PNGN,X5.KIMN,416.77712744817904,361
XP.N16,CI.CIA,1086.639916111064,361
XB.FREI,XB.LOWI,200.54530453699178,361
YO.X06,N4.257A,844.806551350305,361
X4.GS09,X4.GS18,156.34400893261954,361
ZU.NZ05,ZU.NZ04,209.40755529850492,361
IU.TRQA,YC.HEDI,1067.2770727641598,361
IC.HIA,1A.NE48,525.5916962523195,361
XT.B151,XT.SOMB,296.3984289956555,360
XE.ES18,IC.LSA,678.3711476188947,360
1G.NOP01,1G.WOP11,694.063352347126,360
YS.PL59,YS.PL57,294.6494934689154,360
IM.I51H3,YO.X03,836.6351278852786,360
IM.I51H3,YO.X09,905.7303050118745,359
XB.CM31,XB.CM17,622.9829787534387,359
BL.TRIB,BL.PPDB,151.25300021004693,358
YO.X10,N4.V51A,819.5303891702151,358
YL.ILAM,IC.LSA,441.4166320568673,358
XR.FA27,XR.FA24,634.0465133820481,358
XA.SA04,XA.SA20,757.6408302590272,357
II.UOSS,XW.SAWQ,754.6570875023382,357
XE.EE04,XE.EE02,251.00374364741154,357
A0.LUS3,AB.HASN,384.86645706689524,357
XD.SING,XD.RUNG,288.5323227309372,357
ZU.NZ12,ZU.NZ18,225.014486067331,356
Z1.LBSA,Z1.VAVP,750.0992643852752,356
YP.NE32,1G.WOP01,995.7793918396642,356
NR.NE80,ZL.N06,386.84994938608145,356
NR.NE81,ZL.S05,638.2315912588429,356
XI.SODA,XI.HALM,545.0875864149825,356
XS.L37D,XS.I14D,809.0559823377424,355
NR.NE81,ZL.I02,362.51073612679266,355
ZM.N156,ZM.N190,330.83570225122185,355
