net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,distance_km,shared_days
G,SSB,45.279,4.542,MN,MEB,36.303,2.73,1009.600170281592,345
G,SSB,45.279,4.542,XB,PS37,38.999699,-4.9555,1047.8573567048113,727
G,SSB,45.279,4.542,CA,CPAL,42.310533,3.16244,348.1410329714692,3199
G,SSB,45.279,4.542,WM,UCM,40.307499,-3.2441,841.4443043685684,2729
G,SSB,45.279,4.542,MN,VSL,39.496,9.378,755.4726473599129,9690
G,SSB,45.279,4.542,GE,MAHO,39.895901,4.2665,598.9977937452664,2077
G,SSB,45.279,4.542,YD,GROM,41.072701,15.0594,971.5834357177948,268
G,SSB,45.279,4.542,YD,OBS14,39.169399,14.4694,1061.5025335226997,127
G,SSB,45.279,4.542,TT,TAMR,37.046902,9.1091,991.5681433135601,590
G,SSB,45.279,4.542,1K,GIAN,42.25078,11.10161,624.875671303826,367
G,SSB,45.279,4.542,CA,CFAR,40.5604,0.6614,612.3119959236363,3212
G,SSB,45.279,4.542,GE,CART,37.5868,-1.0012,971.5991458023195,2980
G,SSB,45.279,4.542,YR,ED15,42.527802,13.55816,783.8865127103368,274
G,SSB,45.279,4.542,CA,CARA,42.707643,0.818132,412.82100080464335,2956
G,SSB,45.279,4.542,YF,HVAR,43.177601,16.449,976.0781411815818,458
G,SSB,45.279,4.542,YI,GROG,43.426182,9.89201,472.51366440729277,341
G,SSB,45.279,4.542,YF,DUOK,44.113098,14.9318,830.8029773732533,535
G,SSB,45.279,4.542,YI,BARR,44.282799,12.0797,604.9134547627289,832
G,SSB,45.279,4.542,YI,BOB,44.767921,9.44782,389.673097631234,914
G,SSB,45.279,4.542,MN,BNI,45.052,6.678,169.34737424381512,9146
G,SSB,45.279,4.542,YG,CBP4N,45.978298,18.12705,1057.9321451903613,387
G,SSB,45.279,4.542,NI,ZOU2,46.558399,12.9729,667.1641853756313,754
G,SSB,45.279,4.542,CH,FUORN,46.620334,10.263551,466.6872015899656,6743
G,SSB,45.279,4.542,YG,CBP2J,47.367298,18.03178,1060.1267245761658,388
G,SSB,45.279,4.542,YG,CBP4F,47.720261,15.97801,915.456888536772,429
G,SSB,45.279,4.542,CH,SLE,47.7645,8.49236,409.4567685191851,4829
G,SSB,45.279,4.542,G,CLF,48.02579,2.26,351.5645359978822,4150
G,SSB,45.279,4.542,XM,A106,48.146099,13.5743,758.2272044190499,330
G,SSB,45.279,4.542,GB,JSA,49.18783,-2.17167,667.2750335161533,5993
G,SSB,45.279,4.542,GE,RUE,52.475899,13.78,1045.6051956884837,2394
G,SSB,45.279,4.542,CZ,PRIC,49.6693,12.6782,781.7212366703748,995
G,SSB,45.279,4.542,GB,HMNX,50.86733,0.33633,695.2569230614142,4929
G,SSB,45.279,4.542,NL,HGN,50.764,5.9317,618.5692539222973,7903
G,SSB,45.279,4.542,GB,GDLE,54.42183,-0.81567,1086.0057363372794,2870
G,SSB,45.279,4.542,GE,HLG,54.1847,7.8839,1018.6826548074087,1711
G,SSB,45.279,4.542,GB,CCA1,50.18667,-5.22767,910.7361180149752,4858
G,SSB,45.279,4.542,CZ,MORC,49.7768,17.5425,1094.7390497241333,1000
G,SSB,45.279,4.542,GE,IBBN,52.306301,7.7592,815.9525997237386,2508
G,SSB,45.279,4.542,GB,WACR,52.72433,0.62833,875.3916456333682,3376
G,SSB,45.279,4.542,CZ,TREC,49.2948,15.4871,937.3110262995515,999
G,SSB,45.279,4.542,CZ,BEDC,50.78933,15.16976,998.3109049583329,864
G,SSB,45.279,4.542,UK,STED,50.737,-1.9645,775.6596912618292,2909
G,SSB,45.279,4.542,WF,SPG,52.32553,-3.01928,958.362966207401,565
ZU,NZ24,-45.498402,176.002594,NZ,URZ,-38.259249,177.110894,810.1473787307467,363
ZU,NZ24,-45.498402,176.002594,ZU,NZ01,-44.4981,165.001602,871.4176362009288,356
ZU,NZ24,-45.498402,176.002594,ZU,NZ21,-39.5005,170.000107,828.3029117380427,348
ZU,NZ24,-45.498402,176.002594,ZU,NZ22,-44.500599,173.998703,192.69597599961048,364
ZU,NZ24,-45.498402,176.002594,ZU,NZ26,-46.997898,174.498398,202.91871218299067,362
ZU,NZ24,-45.498402,176.002594,ZU,NZ29,-45.247398,172.253494,294.15465274018635,361
ZU,NZ24,-45.498402,176.002594,ZU,NZ18,-41.000198,170.0,697.1280888117669,349
ZU,NZ24,-45.498402,176.002594,ZU,NZ04,-41.999298,165.502396,927.8860998672086,358
ZU,NZ24,-45.498402,176.002594,ZU,NZ12,-43.001701,169.598602,580.480154256325,354
ZU,NZ24,-45.498402,176.002594,Y3,CROE,-42.336498,171.398407,509.36487105344196,188
ZU,NZ24,-45.498402,176.002594,ZU,NZ05,-40.6493,167.251007,891.3399829842318,350
3H,G08,0.7564,-90.4024,3H,G56,-2.4299,-89.0249,385.97860946972264,435
3H,G08,0.7564,-90.4024,3H,G52,-2.3945,-91.89,387.43331429928134,437
3H,G08,0.7564,-90.4024,3H,G44,-1.8313,-93.8518,479.4491694318474,430
3H,G08,0.7564,-90.4024,3H,G39,-0.9632,-95.7405,623.5863679885701,438
3H,G08,0.7564,-90.4024,3H,G23,0.9001,-92.0216,180.73593357220113,442
3H,G08,0.7564,-90.4024,3H,G33,2.8879,-94.4777,511.16662629323247,444
3H,G08,0.7564,-90.4024,3H,G06,2.0564,-90.6769,147.73895837335604,442
3H,G08,0.7564,-90.4024,3H,G01,1.0132,-88.9369,165.4200416775697,443
3H,G08,0.7564,-90.4024,3H,G18,1.5202,-93.2519,327.9729997541661,444
3H,G08,0.7564,-90.4024,3H,G15,2.5843,-92.2501,288.93657301810515,444
3H,G08,0.7564,-90.4024,3H,G30,1.2999,-94.808,493.51460288258147,444
3H,G08,0.7564,-90.4024,3H,G27,-0.183,-93.4209,351.5133498302172,440
3H,G08,0.7564,-90.4024,8W,CBHM,-0.46906,-91.60975,191.28726143124607,222
JP,JGF,35.604,137.354172,KG,TJN,36.38052,127.36174,902.72145667867,4268
JP,JGF,35.604,137.354172,KS,SH2B,38.2686,128.2524,861.0331848620242,1089
JP,JGF,35.604,137.354172,JP,JSU,31.509331,130.452667,784.6845958590875,4269
JP,JGF,35.604,137.354172,JP,JMM,37.868999,140.789673,396.37326125720773,4264
JP,JGF,35.604,137.354172,JP,JHJ2,33.115299,139.813797,357.117890622543,4257
JP,JGF,35.604,137.354172,JP,JWT,35.285671,135.398666,180.64334087425672,4270
JP,JGF,35.604,137.354172,JP,JTU,34.5275,129.396332,733.8715859121545,4268
JP,JGF,35.604,137.354172,JP,JHS,35.001831,133.113663,390.56307871278676,4269
JP,JGF,35.604,137.354172,JP,JEW,42.84267,141.446167,878.4095290130432,4269
JP,JGF,35.604,137.354172,JP,JTM,40.789501,141.064667,661.3539776067953,4270
JP,JGF,35.604,137.354172,JP,JMN,33.731499,133.876328,380.1111913150069,4269
JP,JGF,35.604,137.354172,PS,TSK,36.2108,140.1097,257.172396564984,3591
JP,JGF,35.604,137.354172,JP,JNU,33.125,130.876694,655.1511520881509,4269
JP,JGF,35.604,137.354172,1U,SHRD,41.945759,128.791214,1022.8607046756794,348
JP,JGF,35.604,137.354172,JP,JSD,38.040001,138.257172,282.5405916075088,4270
G,ROCAM,-19.75553,63.37014,MR,MRIV,-20.298,57.497002,616.4983619495368,139
II,HOPE,-54.2836,-36.4879,AI,ORCD,-60.738098,-44.736099,869.1077243728968,3739
XN,BC03,61.229599,-120.422997,XN,B07,59.6548,-126.950104,398.3218250174532,98
XN,BC03,61.229599,-120.422997,XN,B11,60.087002,-130.606995,568.624239751604,291
XN,BC03,61.229599,-120.422997,XY,BN23,55.410999,-127.640999,771.1997915631908,98
XN,BC03,61.229599,-120.422997,XN,B15,60.433998,-134.247406,752.9605104950648,368
XN,BC03,61.229599,-120.422997,XN,A06,60.631199,-123.493202,178.69935265285207,426
XN,BC03,61.229599,-120.422997,XY,BS07,52.390099,-126.834999,1056.366151534872,93
XN,BC03,61.229599,-120.422997,XN,A16,61.576599,-117.147697,178.51937275462433,364
ZA,B21,7.9484,-147.358002,ZA,B26,7.5382,-144.945801,269.6636913303645,394
ZA,B21,7.9484,-147.358002,ZA,B06,9.7074,-147.748093,200.23314970476306,389
ZA,B21,7.9484,-147.358002,ZA,B02,11.0639,-145.714005,390.5249814254094,391
ZA,B21,7.9484,-147.358002,ZA,B20,9.8252,-142.660507,556.6406990630466,389
XA,S14,-3.6445,-17.47753,XA,S12,-3.01084,-23.42456,663.9105849802172,2295
S1,AUBRM,-17.9565,122.2321,S1,AUKAR,-20.752,116.8178,647.4244494387992,1578
S1,AUBRM,-17.9565,122.2321,S1,AUDHS,-12.44,130.833,1107.7682761987994,1478
II,NIL,33.6506,73.2686,TJ,SHAA,37.562,68.122803,636.6472279261258,645
II,NIL,33.6506,73.2686,TJ,CHGR,38.656898,69.158203,667.7089827454254,665
II,NIL,33.6506,73.2686,II,AAK,42.6375,74.4942,1004.996839001973,4305
II,NIL,33.6506,73.2686,KR,SFK,40.017151,73.506289,708.2442579944642,283
II,NIL,33.6506,73.2686,CK,MNAS,42.49321,72.49757,985.5554267334726,248
II,NIL,33.6506,73.2686,KR,BTK,40.06675,70.81572,745.9832322618762,925
II,NIL,33.6506,73.2686,TJ,GEZN,39.283298,67.715401,798.9307130619796,520
II,NIL,33.6506,73.2686,XW,ATUS,39.716,76.157204,721.8398182463017,99
II,NIL,33.6506,73.2686,KN,ULHL,42.245602,76.241699,990.4547112110167,4500
II,NIL,33.6506,73.2686,XP,ORTK,41.039398,75.056801,836.6095272175457,424
II,NIL,33.6506,73.2686,Y2,PURG,30.198799,81.275299,847.1599332484504,334
II,NIL,33.6506,73.2686,Y2,GUGE,31.4769,79.664101,646.0949190787586,334
II,NIL,33.6506,73.2686,XF,H1415,32.307899,84.218903,1031.7668285485333,159
II,NIL,33.6506,73.2686,XF,H1630,34.065399,84.227402,1012.4877477629938,276
II,NIL,33.6506,73.2686,XW,KSA,41.5425,77.925697,968.3238338045204,638
II,NIL,33.6506,73.2686,XW,BCHU,39.793301,78.782501,841.0546030970988,309
II,NIL,33.6506,73.2686,XW,AKSU,41.1441,80.109802,1028.5523185169866,371
XT,NAU,-0.506318,166.932632,XT,KOS,5.3238,163.008698,781.1166744404263,332
XA,SA01,-34.294456,19.245956,XA,SA10,-30.972401,23.913601,572.1427479704706,215
XA,SA01,-34.294456,19.245956,XA,SA18,-28.632814,24.305628,791.3187942687462,384
XA,SA01,-34.294456,19.245956,XA,SA29,-26.931738,23.03492,895.1854370826298,233
XA,SA01,-34.294456,19.245956,XA,SA20,-29.0221,26.195299,880.6414297471792,292
XA,SA01,-34.294456,19.245956,XA,SA04,-32.850498,19.6206,164.26939614995092,293
XA,SA01,-34.294456,19.245956,XA,SA81,-30.925116,21.268124,419.78245840397994,347
XA,SA01,-34.294456,19.245956,XA,SA26,-27.545601,26.1803,999.764803091675,241
XA,SA01,-34.294456,19.245956,XA,SA38,-25.933359,25.084627,1085.6200427935194,506
XA,SA01,-34.294456,19.245956,XA,SA03,-33.6619,21.3354,205.09705647422433,210
YY,SHER,10.5942,34.786201,YY,GORE,8.1501,35.533001,283.8515713273246,655
YY,SHER,10.5942,34.786201,YY,ABMD,11.8317,35.5825,162.7211660359725,669
YY,SHER,10.5942,34.786201,YY,MGNA,12.7864,36.404301,300.76455375422125,198
YY,SHER,10.5942,34.786201,YY,NEKE,9.089,36.523701,253.46977974705288,663
YY,SHER,10.5942,34.786201,YY,NGLE,5.3316,39.573601,787.5039844783363,648
YY,SHER,10.5942,34.786201,YY,CHGE,10.9614,36.518398,193.56882520872577,674
YY,SHER,10.5942,34.786201,YY,DAQU,13.1448,37.897598,441.641457132887,154
BL,PP1A,-17.6003,-54.879601,GT,CPUP,-26.33064,-57.33087,1003.0502764045766,349
BL,PP1A,-17.6003,-54.879601,BL,AQDA,-20.48,-55.700001,331.6135651138858,326
BL,PP1A,-17.6003,-54.879601,BL,CMPA,-19.57917,-54.168831,232.44076128797593,249
BL,PP1A,-17.6003,-54.879601,BL,CDSB,-18.765471,-52.83926,251.48358973426056,283
YT,MRTP,-74.188,-115.081,YT,MCRG,-73.6681,-94.6493,628.4727862754071,377
YT,MRTP,-74.188,-115.081,YT,THUR,-72.5301,-97.5606,585.0448799704193,393
YT,MRTP,-74.188,-115.081,YT,MTAK,-76.3157,-112.7986,245.2083633324487,732
YT,MRTP,-74.188,-115.081,YT,LPLY,-73.1142,-90.2834,779.3821334266139,370
TM,SRIT,8.59549,99.601994,IN,PBA,11.655733,92.743919,824.1274666213473,3096
TM,SRIT,8.59549,99.601994,RM,DLV,11.952,108.481499,1040.5797251786958,2871
TM,SRIT,8.59549,99.601994,MY,KUM,5.2902,100.6492,385.2752289300752,3103
TM,SRIT,8.59549,99.601994,TM,PRAC,12.472649,99.792871,431.6254913837441,3690
TM,SRIT,8.59549,99.601994,PS,PSI,2.6938,98.923698,660.5134198701185,4076
TM,SRIT,8.59549,99.601994,TM,UBPT,15.2773,105.4695,979.2612568285217,2361
TM,SRIT,8.59549,99.601994,MY,KOM,1.7922,103.846703,890.4849338691256,3627
TM,SRIT,8.59549,99.601994,TM,PHRA,18.4989,100.229,1103.288361335488,2310
TM,SRIT,8.59549,99.601994,TM,LOEI,17.5093,101.6244,1015.0375264556657,3580
TM,SRIT,8.59549,99.601994,TM,PANO,17.147614,104.6122,1094.8242864932301,1820
TM,SRIT,8.59549,99.601994,MM,YGN,16.864799,96.153397,992.5303571706876,1987
TM,SRIT,8.59549,99.601994,TM,SRDT,14.3948,99.1213,646.9764505552454,3636
TM,SRIT,8.59549,99.601994,TM,NAYO,14.3152,101.3209,662.9924241856803,2839
TM,SRIT,8.59549,99.601994,TM,CHBT,12.7441,102.3526,550.543234314999,1995
TM,SRIT,8.59549,99.601994,TM,SKLT,7.175815,100.615686,193.35323906988774,2686
NR,NE75,27.293341,-112.856491,NR,NE74,28.007509,-114.013802,138.92343420486122,1975
NR,NE75,27.293341,-112.856491,ZL,N06,27.174299,-111.153603,168.88053481485974,354
NR,NE75,27.293341,-112.856491,NR,NE78,24.398199,-111.10643,366.4641004529957,627
NR,NE75,27.293341,-112.856491,ZL,I02,25.684299,-110.099602,327.535398947974,353
NR,NE75,27.293341,-112.856491,NR,NE79,23.11937,-109.756111,559.1334940527898,1545
NR,NE75,27.293341,-112.856491,NR,NE82,26.915661,-109.230843,361.31396958896914,1548
NR,NE75,27.293341,-112.856491,ZL,S05,23.347799,-108.094299,649.1679541492432,354
NR,NE75,27.293341,-112.856491,NR,NE83,24.730881,-107.739326,585.2965259674663,1208
NR,NE75,27.293341,-112.856491,NR,NE80,30.5,-112.319931,360.36849198712326,1536
NR,NE75,27.293341,-112.856491,CI,CIA,33.401898,-118.415021,863.2896508294581,737
NR,NE75,27.293341,-112.856491,NR,NE81,28.918341,-109.636261,363.85727784230374,1706
NR,NE75,27.293341,-112.856491,US,KNB,37.0166,-112.8224,1081.1833027269024,463
NR,NE75,27.293341,-112.856491,CI,PDM,34.30336,-114.14152,789.0589777982798,169
NR,NE75,27.293341,-112.856491,IM,TX02,29.329901,-103.657997,928.2188656495565,2005
DK,ICESG,69.092201,-39.6474,DK,NRS,61.159566,-45.418535,921.4737516432931,2898
DK,ICESG,69.092201,-39.6474,XF,NE1,74.87175,-38.55117,643.7349662221806,728
DK,ICESG,69.092201,-39.6474,9D,KNS,64.290802,-49.683102,691.1082397477289,427
DK,ICESG,69.092201,-39.6474,DK,DY2G,66.479599,-46.309399,403.11122784832565,2753
DK,ICESG,69.092201,-39.6474,G,IVI,61.205808,-48.171178,961.0767254247829,2322
DK,ICESG,69.092201,-39.6474,DK,ANGG,65.616388,-37.63704,395.90803201056923,2847
DK,ICESG,69.092201,-39.6474,XF,NE4,76.657433,-34.27758,858.5293329914797,565
DK,ICESG,69.092201,-39.6474,XF,NE2,73.990723,-46.23497,591.1936323266493,725
DK,ICESG,69.092201,-39.6474,XF,NE5,74.117332,-31.150419,631.960271794309,728
DK,ICESG,69.092201,-39.6474,XF,NE3,76.394577,-43.458302,821.239825925421,725
DK,ICESG,69.092201,-39.6474,GG,SE1,63.24852,-42.03487,658.4560491816862,1063
DK,ICESG,69.092201,-39.6474,YM,KASE,71.4776,-51.349701,511.63923733995387,775
DK,ICESG,69.092201,-39.6474,DK,SOEG,68.203499,-31.3755,348.8632668122876,2816
DK,ICESG,69.092201,-39.6474,DK,NEEM,77.444702,-51.073799,993.9230819528742,2820
DK,ICESG,69.092201,-39.6474,KP,UPNV,72.782898,-56.1395,722.2891556742255,2068
DK,ICESG,69.092201,-39.6474,DK,SCO,70.485536,-21.949715,694.6018855984807,2826
DK,ICESG,69.092201,-39.6474,DK,DBG,74.307055,-20.219193,885.1303455159712,2853
DK,ICESG,69.092201,-39.6474,GE,SUMG,72.5742,-38.4626,389.5705681724324,2870
DK,ICESG,69.092201,-39.6474,DK,KULLO,74.580498,-57.2201,855.9776768716952,2347
DK,ICESG,69.092201,-39.6474,GE,DAG,76.771301,-18.655001,1082.0541560669992,2788
3J,OBS30,-14.95702,-167.2441,3J,OBS23,-15.39963,-171.86155,497.95420028969056,615
3J,OBS30,-14.95702,-167.2441,3J,OBS01,-13.155,-171.40391,491.3839269044585,608
3J,OBS30,-14.95702,-167.2441,3J,OBS13,-16.1503,-174.71751,811.4380797029081,612
3J,OBS30,-14.95702,-167.2441,3J,OBS04,-12.90699,-174.27149,791.8678495941876,609
3J,OBS30,-14.95702,-167.2441,3J,OBS17,-14.43021,-173.2349,646.997465907146,613
3J,OBS30,-14.95702,-167.2441,HV,ANDI,-14.247084,-170.564072,365.85290344807214,617
3J,OBS30,-14.95702,-167.2441,3J,OBS19,-16.28387,-173.17295,651.7902100399126,613
3J,OBS30,-14.95702,-167.2441,3J,OBS11,-14.79489,-175.24356,859.8305754970711,611
3J,OBS30,-14.95702,-167.2441,3J,OBS10,-16.02551,-176.12563,959.0077926345946,459
3J,OBS30,-14.95702,-167.2441,3J,OBS28,-13.46713,-168.51582,215.02539464828968,617
3J,OBS30,-14.95702,-167.2441,3J,OBS26,-15.36052,-169.11661,205.9154884045748,446
3J,OBS30,-14.95702,-167.2441,MH,P0010,-14.043483,-165.862533,180.10733055527714,145
3J,OBS30,-14.95702,-167.2441,MH,P0011,-14.000417,-159.5934,830.4920932828534,186
VE,GUNV,10.1449,-62.9426,VE,IMOV,12.3585,-70.902298,902.2060781064424,686
VE,GUNV,10.1449,-62.9426,VE,ELOV,7.0011,-69.4832,799.5233361097875,634
VE,GUNV,10.1449,-62.9426,VE,JACV,11.0873,-68.82987,651.8903830140313,562
VE,GUNV,10.1449,-62.9426,VE,BAUV,8.9433,-68.041496,574.8513001377295,644
VE,GUNV,10.1449,-62.9426,VE,PAYV,5.4205,-67.656097,738.5590543759631,583
VE,GUNV,10.1449,-62.9426,XT,B151,12.9915,-67.651299,602.693229135407,296
VE,GUNV,10.1449,-62.9426,XT,PNCH,11.2493,-66.5009,407.71475974432434,294
VE,GUNV,10.1449,-62.9426,XT,MHTO,13.9497,-66.490997,572.5619212102167,298
VE,GUNV,10.1449,-62.9426,VE,CAIV,7.3262,-66.321602,485.92229212674295,685
VE,GUNV,10.1449,-62.9426,XT,SOMB,12.7209,-64.931297,359.188760634895,290
VE,GUNV,10.1449,-62.9426,XT,ABPC,9.4608,-64.820702,219.39435814824537,223
VE,GUNV,10.1449,-62.9426,XT,MIPC,10.9455,-64.294403,172.51704186178625,190
VE,GUNV,10.1449,-62.9426,XT,CMPC,7.6508,-64.073097,303.86526408910004,393
VE,GUNV,10.1449,-62.9426,VE,RIOV,8.069,-61.814499,261.9569224241597,345
VE,GUNV,10.1449,-62.9426,VE,LUEV,5.8433,-61.4613,505.35076049508746,629
OZ,AWOON,-24.07732,151.31468,Y2,KKVN5,-26.343691,152.185039,266.78451251009744,172
OZ,AWOON,-24.07732,151.31468,YW,MSWL3,-32.3933,150.92683,925.4737860138913,242
OZ,AWOON,-24.07732,151.31468,S1,AUDCS,-32.2334,148.6278,944.2791735732368,499
OZ,AWOON,-24.07732,151.31468,S1,AUPHS,-31.099,150.8943,781.8721528830425,499
OZ,AWOON,-24.07732,151.31468,S1,AUTKS,-33.7846,151.0254,1079.767154934108,482
OZ,AWOON,-24.07732,151.31468,S1,AUAYR,-19.5774,147.4088,642.4865934032762,158
OZ,AWOON,-24.07732,151.31468,S1,AUMOU,-24.5752,149.9814,145.99411599378413,458
OZ,AWOON,-24.07732,151.31468,S1,AUCSH,-16.9159,145.7682,983.4642955513107,475
XJ,BNG,55.192932,165.983902,XJ,TIG,57.759483,158.685638,530.9172155837282,189
XJ,BNG,55.192932,165.983902,XJ,ESS,55.932159,158.694794,465.432247037125,179
XJ,BNG,55.192932,165.983902,XJ,APA,52.925709,157.132874,629.7061921327592,263
XJ,BNG,55.192932,165.983902,XJ,PZT,51.466999,156.809998,735.8204176243555,112
XJ,BNG,55.192932,165.983902,XJ,SBL,54.30431,155.961823,650.1559348503965,135
XJ,BNG,55.192932,165.983902,IU,MA2,59.5756,150.77,1030.5828009188522,214
XJ,BNG,55.192932,165.983902,XJ,PAN,59.094879,159.968002,565.2060692627784,224
XJ,BNG,55.192932,165.983902,XJ,OSO,59.261375,163.084213,484.7782151008374,109
XJ,BNG,55.192932,165.983902,XJ,TKI,60.44611,166.148788,584.2086704295162,263
XJ,BNG,55.192932,165.983902,XJ,KGB,56.25845,162.711456,236.67147366201155,153
XJ,BNG,55.192932,165.983902,XJ,ZUP,54.081619,159.987518,405.0438030716561,211
C1,LL05,-41.405341,-73.47445,1P,GUMN,-50.3199,-75.3644,1001.9091124288221,822
C1,LL05,-41.405341,-73.47445,XM,ASB11,-37.8946,-63.8453,911.445472951187,141
C1,LL05,-41.405341,-73.47445,XM,ASB08,-37.6872,-67.8793,633.0644551475821,139
C1,LL05,-41.405341,-73.47445,C1,LL02,-43.19055,-71.84838,239.34290373264238,2989
C1,LL05,-41.405341,-73.47445,1P,OHRS,-48.7078,-73.9807,812.9653473014745,672
C1,LL05,-41.405341,-73.47445,1P,EIDA,-49.5393,-70.8801,926.6495279425117,815
C1,LL05,-41.405341,-73.47445,GT,PLCA,-40.73277,-70.55083,256.23366905085004,3211
C1,LL05,-41.405341,-73.47445,1P,LVAN,-51.0252,-71.1152,1084.8203749574823,810
C1,LL05,-41.405341,-73.47445,1P,PMOR,-50.4904,-73.0428,1010.7601037037908,806
C1,LL05,-41.405341,-73.47445,C1,LR04,-39.88019,-73.425822,169.63890219196037,2630
C1,LL05,-41.405341,-73.47445,XM,ASB20,-35.8086,-63.9305,1035.7702643541272,141
C1,LL05,-41.405341,-73.47445,XM,ASB04,-35.77723,-69.39981,718.849971111113,277
C1,LL05,-41.405341,-73.47445,XM,ASB13,-35.20574,-67.67386,854.7510295380846,287
C1,LL05,-41.405341,-73.47445,3E,MEL15,-34.017221,-70.126983,872.504627559564,282
C1,LL05,-41.405341,-73.47445,XM,ASB22,-33.66389,-67.46128,1010.3685711081455,280
C1,LL05,-41.405341,-73.47445,C1,VA04,-33.6427,-78.8299,983.4171721436538,2892
AF,NSU,6.86685,7.41742,AF,IFE,7.546667,4.45692,335.2239471573515,279
AF,NSU,6.86685,7.41742,AF,YNDE,3.87,11.456,557.5812567378616,472
XG,ERGN,38.258743,39.728668,XG,DGSU,39.131145,42.729748,277.9132477174018,254
XG,ERGN,38.258743,39.728668,XG,KTLN,37.953327,41.705223,176.23996160749286,406
XG,ERGN,38.258743,39.728668,XG,BYBT,40.235348,40.265499,224.596208299527,452
XG,ERGN,38.258743,39.728668,XG,MSDY,40.461639,37.776543,296.9117141974231,644
XG,ERGN,38.258743,39.728668,GE,MRNI,33.01178,35.391998,702.6376694084219,537
XL,HD72,48.7351,103.635696,XL,HD54,47.499901,96.803398,525.2539137354996,642
XL,HD72,48.7351,103.635696,XL,HD03,46.515701,102.547203,259.911385225449,615
XL,HD72,48.7351,103.635696,XL,HD09,45.413898,100.5718,436.05649696285013,641
XL,HD72,48.7351,103.635696,XL,HD21,47.967701,101.433296,183.7515452382817,387
XL,HD72,48.7351,103.635696,XL,HD74,49.500999,99.152298,337.1637191459132,645
XL,HD72,48.7351,103.635696,XL,HD41,48.242298,99.400002,316.8852078340512,640
XL,HD72,48.7351,103.635696,XL,HD25,47.003502,99.406097,369.52800387831354,641
XL,HD72,48.7351,103.635696,XL,HD48,46.209202,97.608299,532.794518819547,576
XL,HD72,48.7351,103.635696,XL,HD68,44.403,102.444702,490.21895150896455,645
XL,HD72,48.7351,103.635696,XL,HD73,49.4953,101.357101,186.12951094430653,645
XL,HD72,48.7351,103.635696,XL,HD75,49.3102,96.357101,534.3615023803743,640
XL,HD72,48.7351,103.635696,II,TLY,51.6807,103.6438,327.53673548506043,631
IN,MNC,8.281517,73.059799,II,PALK,7.2728,80.7022,849.39623321461,722
XK,W12MB,-14.0852,34.911201,AF,TEZI,-15.747,26.016001,973.3696614314367,268
XK,W12MB,-14.0852,34.911201,AF,KTWE,-12.814,28.209,738.4284551230293,142
XK,W12MB,-14.0852,34.911201,AF,BLWY,-20.143,28.611,949.4367257239744,129
XK,W12MB,-14.0852,34.911201,XK,Z04NN,-13.075,30.6276,476.41761232966013,664
XK,W12MB,-14.0852,34.911201,XK,Z09CG,-13.3058,32.221001,303.2744156863148,676
XK,W12MB,-14.0852,34.911201,XK,W02NB,-13.724,33.559898,151.28362582967196,679
XK,W12MB,-14.0852,34.911201,XV,TETE,-16.129999,33.57,269.1198535244679,176
XK,W12MB,-14.0852,34.911201,XK,W10LW,-12.6208,34.165199,181.73742765407403,682
XK,W12MB,-14.0852,34.911201,XK,W15SS,-15.6818,34.974701,177.66515565173108,680
XK,W12MB,-14.0852,34.911201,XV,SENA,-17.445,35.032001,373.8167361424503,427
XK,W12MB,-14.0852,34.911201,XK,Q05MJ,-13.3953,36.125702,151.9649731998454,158
XK,W12MB,-14.0852,34.911201,XV,NAPU,-15.08,39.25,479.82180544460994,320
XK,W12MB,-14.0852,34.911201,XK,Q07MR,-13.1967,37.4986,296.5284972112996,658
XK,W12MB,-14.0852,34.911201,AF,PWET,-8.28,28.530001,949.0715954546038,200
XK,W12MB,-14.0852,34.911201,YQ,MATA,-8.9593,33.968899,579.1408222602494,281
7B,SS03,-36.54219,-154.34819,7B,NN04,-33.35722,-158.09491,491.8808030252049,363
7B,SS03,-36.54219,-154.34819,7B,MM12,-35.50344,-157.16479,278.3796707287862,342
7B,SS03,-36.54219,-154.34819,7B,NM04,-34.07651,-156.41882,332.35121864205587,365
7B,SS03,-36.54219,-154.34819,7B,NN01,-31.70961,-154.60328,537.8711579123998,362
7B,SS03,-36.54219,-154.34819,7B,MM04,-34.0909,-154.12547,273.31915627022175,365
7B,SS03,-36.54219,-154.34819,7B,SS01,-35.53273,-151.77364,257.2581330874297,366
Y1,N7027,65.917526,23.97368,Y1,N7001,68.400002,15.95431,442.1678175072257,431
Y1,N7027,65.917526,23.97368,II,LVZ,67.8979,34.6514,514.2375026487001,421
XI,SM37,44.381001,-93.380997,US,DGMT,48.4702,-104.1959,944.2104361274918,849
XI,SM37,44.381001,-93.380997,ZL,N07A,35.485802,-91.857803,997.5393427376005,214
XI,SM37,44.381001,-93.380997,ZL,N06M,34.904999,-90.221199,1087.627069692871,157
XI,SM37,44.381001,-93.380997,KY,LLKY,36.92159,-88.096558,941.1532081637702,731
XI,SM37,44.381001,-93.380997,4P,MBB03,37.028999,-93.024002,818.0576776068349,176
XI,SM37,44.381001,-93.380997,XO,MG05,37.482498,-90.870102,795.4403342690256,714
XI,SM37,44.381001,-93.380997,XO,LE17,37.9874,-89.1763,792.9666110579258,411
XI,SM37,44.381001,-93.380997,NM,SCMO,38.761799,-90.641296,664.9877301260541,837
