net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,distance_km,shared_days
YP,NEA9,47.6717,127.988297,YP,NE5D,44.107601,129.6008,415.4705822281191,458
YP,NEA9,47.6717,127.988297,YP,NE9B,46.946201,129.7948,158.29378748877934,691
YP,NEA9,47.6717,127.988297,YP,NEAB,47.602501,131.668396,275.81620429171875,606
YP,NEA9,47.6717,127.988297,YP,NE8I,45.994301,133.655807,469.60467679983515,653
YP,NEA9,47.6717,127.988297,5G,D10,42.9305,130.3004,557.2801652411212,278
PS,SYO,-69.0067,39.585,ZM,GM07,-77.313599,39.613201,923.6867210647963,322
TX,435B,30.7827,-97.585,MX,HPIG,26.936794,-105.664017,895.1051572788838,2355
TX,435B,30.7827,-97.585,MX,ZAIG,22.769176,-102.567123,1018.7620255567751,2401
TX,435B,30.7827,-97.585,JW,BRR,32.772406,-107.564169,968.4759085817766,853
TX,435B,30.7827,-97.585,7P,PC53,31.4616,-103.6937,586.2896613557518,276
TX,435B,30.7827,-97.585,IM,TX02,29.329901,-103.657997,606.3010986338736,2496
TX,435B,30.7827,-97.585,US,AMTX,34.8837,-101.6808,595.1722037342158,2480
TX,435B,30.7827,-97.585,4O,GV01,32.4065,-101.6023,421.115775287806,153
TX,435B,30.7827,-97.585,N4,X48A,34.4517,-87.0452,1067.4040094316256,2525
TX,435B,30.7827,-97.585,Z7,LA01,31.9874,-93.8349,380.3219576173836,871
TX,435B,30.7827,-97.585,N4,Z38B,33.2599,-94.9852,368.6804995384773,2530
TX,435B,30.7827,-97.585,ZZ,FWU17,36.2869,-101.0,688.9073374475562,387
TX,435B,30.7827,-97.585,TX,DKNS,33.66653,-100.92365,448.7827633381592,2351
TX,435B,30.7827,-97.585,O2,SC12,34.921667,-99.3547,488.99343999108373,2524
TX,435B,30.7827,-97.585,TX,BRDY,31.285872,-98.999447,145.91751475563265,2531
TX,435B,30.7827,-97.585,TX,ELG6,28.481656,-100.326356,368.30479350547836,483
TX,435B,30.7827,-97.585,N4,ABTX,32.6238,-99.6431,282.5092333711355,2472
TX,435B,30.7827,-97.585,NM,WADM,36.366,-89.796,951.2883221808918,1989
TX,435B,30.7827,-97.585,KY,LLKY,36.92159,-88.096558,1109.7002592996444,2384
TX,435B,30.7827,-97.585,OK,HEWI,37.048825,-96.408082,705.1553814926792,456
TX,435B,30.7827,-97.585,N4,R40B,38.2909,-92.2684,966.0743544250021,2185
TX,435B,30.7827,-97.585,N4,R32B,38.4225,-98.7111,855.7152768267047,2490
TX,435B,30.7827,-97.585,N4,P38B,39.6248,-93.5321,1049.5656323640162,2530
AF,POGA,-27.346,31.707,AF,HVD,-30.605,25.497,704.2518487550752,4666
AF,POGA,-27.346,31.707,XK,B04KH,-20.474199,24.513901,1057.061452389949,201
AF,POGA,-27.346,31.707,BX,LKGWB,-24.11351,21.782303,1056.7101785753036,1927
AF,POGA,-27.346,31.707,AF,UPI,-28.362,21.253,1033.6108938627522,4799
AF,POGA,-27.346,31.707,BX,PHPEN,-25.475531,22.857294,905.310960930407,1268
AF,POGA,-27.346,31.707,BX,KHWEE,-21.9464,25.446911,871.9051150556327,614
AF,POGA,-27.346,31.707,AF,PKA,-29.67,22.757,911.6072503004041,947
AF,POGA,-27.346,31.707,BX,KGCAE,-22.853821,22.206787,1078.6470059864355,1883
AF,POGA,-27.346,31.707,AF,GRM,-33.313,26.507999,829.8893117773002,1409
AF,POGA,-27.346,31.707,ZT,NHAM,-24.91566,27.31703,514.8069214986361,889
AF,POGA,-27.346,31.707,ZQ,AAM2,-26.473,27.490999,429.1352220444228,389
AF,POGA,-27.346,31.707,AF,SNKL,-28.27528,27.7714,400.6034626527884,3274
AF,POGA,-27.346,31.707,ZT,CRAIL,-22.80259,28.24304,613.868094625862,1032
AF,POGA,-27.346,31.707,AF,BLWY,-20.143,28.611,860.575843629951,1425
AF,POGA,-27.346,31.707,ZT,WTBG,-24.2119,28.88291,448.74632430798647,1087
AF,POGA,-27.346,31.707,ZT,DULL,-25.36478,30.17588,267.9591869151544,977
AF,POGA,-27.346,31.707,AF,HARE,-17.704,31.009001,1074.5287393896347,221
AF,POGA,-27.346,31.707,AF,MOPA,-23.517,31.398,426.8944878466632,3904
XI,UQSK,25.789,42.360001,XI,SODA,18.292101,42.3769,833.6201015435558,261
XI,UQSK,25.789,42.360001,XI,RANI,21.3116,42.7761,499.6668485688793,120
XI,UQSK,25.789,42.360001,XI,AFIF,23.931,43.040001,217.69215520987746,195
XI,UQSK,25.789,42.360001,XI,HALM,22.8454,44.317299,382.6951620624103,232
XI,UQSK,25.789,42.360001,XI,RIYD,24.722,46.643002,446.7403146893743,258
XI,UQSK,25.789,42.360001,II,RAYN,23.5225,45.5032,405.44744747095893,145
IU,KBS,78.9154,11.9385,GE,DAG,76.771301,-18.655001,744.7350570691539,1388
IU,KBS,78.9154,11.9385,IU,KEV,69.7565,27.0035,1106.1889426601138,2723
XI,KITU,-1.373014,38.002075,XI,KR42,0.037997,35.726284,297.72909662814044,94
XI,KITU,-1.373014,38.002075,XI,HOSA,7.563968,37.857258,993.878243372096,180
XP,N16,39.146099,-108.593597,XP,N20,38.917702,-106.187599,209.35970841248036,361
XP,N16,39.146099,-108.593597,US,MVCO,37.19956,-108.49251,216.62581801229854,340
XP,N16,39.146099,-108.593597,XP,S29,36.959099,-106.535202,302.67101783313683,361
XP,N16,39.146099,-108.593597,YH,L01,42.4263,-110.368103,394.12730366432015,167
XP,N16,39.146099,-108.593597,XC,OR100,42.770699,-119.013199,962.4250151805134,353
XP,N16,39.146099,-108.593597,IE,IRCI,43.515301,-112.033302,564.2505427849179,128
XP,N16,39.146099,-108.593597,IE,BCYI,44.310799,-113.405197,699.1686107725496,241
XP,N16,39.146099,-108.593597,MB,HRY,46.711285,-111.831786,881.3472756150147,361
XP,N16,39.146099,-108.593597,US,DGMT,48.4702,-104.1959,1094.7200117946677,361
XP,N16,39.146099,-108.593597,XR,SC25,33.580601,-103.548203,765.9091944448812,357
XP,N16,39.146099,-108.593597,US,AMTX,34.8837,-101.6808,775.0540634623645,329
ON,TER01,-28.531839,-49.12907,GT,CPUP,-26.33064,-57.33087,845.4277949845915,906
ON,TER01,-28.531839,-49.12907,ON,TIJ01,-25.908848,-49.024242,291.8477684687687,377
ON,TER01,-28.531839,-49.12907,XM,ANB18,-28.4534,-59.3139,995.0717630424601,267
ON,TER01,-28.531839,-49.12907,ON,PET01,-24.290108,-47.275345,506.4744632412932,306
ON,TER01,-28.531839,-49.12907,BL,RCLB,-22.4191,-47.530998,698.3510427884938,821
ON,TER01,-28.531839,-49.12907,ON,VAS01,-22.280081,-43.442623,899.3774461722597,670
CD,WMQ,43.821098,87.695,II,AAK,42.6375,74.4942,1076.4070309622925,1371
CD,WMQ,43.821098,87.695,KN,ULHL,42.245602,76.241699,946.4361436058766,325
ZC,SODR,19.7524,-70.5763,CY,CBCY,19.73797,-79.758278,960.8447328902971,3275
ZC,SODR,19.7524,-70.5763,CW,CHIV,19.97648,-76.415131,611.0955341266489,2378
ZC,SODR,19.7524,-70.5763,CW,CAIB,22.497055,-79.47097,971.5111894349312,2202
ZC,SODR,19.7524,-70.5763,CU,GRTK,21.511472,-71.13425,204.03493411549942,3346
ZC,SODR,19.7524,-70.5763,ZC,HMDR,18.7879,-69.381,165.05428752392194,1976
ZC,SODR,19.7524,-70.5763,YU,NL10,10.6679,-71.4911,1014.8974150770547,666
ZC,SODR,19.7524,-70.5763,LO,LOBA2,18.0814,-71.0936,193.6101322151708,898
ZC,SODR,19.7524,-70.5763,CW,GNEO,20.3274,-74.592934,424.4194061903082,179
ZC,SODR,19.7524,-70.5763,YU,GJ03,11.7273,-72.5457,916.8575531480764,705
ZC,SODR,19.7524,-70.5763,YU,MD04,10.8953,-74.1514,1056.690296879908,704
ZC,SODR,19.7524,-70.5763,JM,NMIA0,18.025,-76.02654,604.6707937688402,255
ZC,SODR,19.7524,-70.5763,JM,CVJB,18.226,-77.535,751.0178268482119,908
ZC,SODR,19.7524,-70.5763,CW,CCCC,21.193399,-77.417297,730.3534788659537,2690
ZC,SODR,19.7524,-70.5763,PR,IMPR,18.076971,-67.931123,334.8442842597982,720
ZC,SODR,19.7524,-70.5763,ZZ,XSJN,18.9669,-66.213501,465.93407437621323,384
ZC,SODR,19.7524,-70.5763,PR,SNC1,17.699398,-64.793793,650.2674382053049,563
ZC,SODR,19.7524,-70.5763,CU,ANWB,17.6684,-61.78562,954.225329279497,3179
ZC,SODR,19.7524,-70.5763,TR,DLPL,15.3325,-61.246799,1104.1433254900974,1055
TC,TRT1,10.598402,-83.699265,GI,PETF,16.916298,-89.866737,967.8281757480007,205
TC,TRT1,10.598402,-83.699265,NU,CSGN,12.9763,-87.558701,496.3527186932981,109
TC,TRT1,10.598402,-83.699265,OV,CCOL,8.4075,-82.973396,256.2921871812587,155
TC,TRT1,10.598402,-83.699265,CM,PRV,13.376167,-81.3635,399.9196780148073,199
TC,TRT1,10.598402,-83.699265,NU,ESPN,12.195,-84.300308,189.2358314017321,183
TC,TRT1,10.598402,-83.699265,CY,CBCY,19.73797,-79.758278,1100.5611415990375,185
TC,TRT1,10.598402,-83.699265,CM,SJC,9.896667,-75.1795,935.4704031892529,160
TC,TRT1,10.598402,-83.699265,YU,MD04,10.8953,-74.1514,1043.533487220336,109
JP,JOW,26.836,128.272507,CB,NJ2,32.051701,118.854401,1080.040777700127,3119
JP,JOW,26.836,128.272507,TW,KMNB,24.4638,118.388199,1024.9510072028338,6938
JP,JOW,26.836,128.272507,YM,37,21.6698,119.495399,1058.6204849914166,262
JP,JOW,26.836,128.272507,IC,SSE,31.09455,121.18863,835.8310580135442,6569
JP,JOW,26.836,128.272507,YM,39,21.599701,121.364098,910.5888873545181,383
JP,JOW,26.836,128.272507,YM,12,23.405899,122.687202,679.315706983815,383
JP,JOW,26.836,128.272507,JP,JMJ2,24.740801,125.327797,375.73988093573047,4796
JP,JOW,26.836,128.272507,KG,TJN,36.38052,127.36174,1064.7852095339492,4736
JP,JOW,26.836,128.272507,JP,JSU,31.509331,130.452667,561.0647209072087,4271
JP,JOW,26.836,128.272507,JP,JTU,34.5275,129.396332,861.9620830897503,4270
JP,JOW,26.836,128.272507,JP,JHS,35.001831,133.113663,1018.3096424128887,4271
JP,JOW,26.836,128.272507,JP,JMN,33.731499,133.876328,936.3059367843179,4271
JP,JOW,26.836,128.272507,JP,JNU,33.125,130.876694,742.8416212063887,7011
JP,JOW,26.836,128.272507,JP,JMZ,25.81983,131.223663,315.0606895790188,4215
II,FFC,54.725,-101.9783,XR,FA27,49.942284,-108.108139,674.9750745205779,291
II,FFC,54.725,-101.9783,Y5,PER,53.68,-116.040001,920.3464712376572,1911
II,FFC,54.725,-101.9783,XS,N08,46.5,-108.861,1034.3726196634036,297
II,FFC,54.725,-101.9783,TD,TD009,52.32058,-116.323372,983.2829385347101,288
II,FFC,54.725,-101.9783,US,DGMT,48.4702,-104.1959,712.0747077244096,3348
II,FFC,54.725,-101.9783,Y5,RW1,58.852901,-113.175903,820.4499558251055,556
II,FFC,54.725,-101.9783,Y5,DOR,54.220001,-108.57,429.44304687788764,472
II,FFC,54.725,-101.9783,Y5,HON,55.080002,-114.050003,771.8343787626179,1385
II,FFC,54.725,-101.9783,Y5,FMC,56.650002,-111.5,633.4184569942635,1400
II,FFC,54.725,-101.9783,RV,SWHSA,54.899441,-116.751793,945.0839952397688,93
II,FFC,54.725,-101.9783,XR,FA24,46.531807,-101.240036,912.515958667217,397
II,FFC,54.725,-101.9783,XI,SC04,49.624001,-89.675003,1010.5153838187018,814
II,FFC,54.725,-101.9783,XI,SN44,46.716999,-93.125999,1085.0433498802317,877
II,FFC,54.725,-101.9783,XK,5190,51.352074,-90.222374,869.4475683615494,112
II,FFC,54.725,-101.9783,XR,FA23,45.550365,-99.9841,1029.9150469463584,310
IU,BILL,68.0653,166.4531,XJ,PAN,59.094879,159.968002,1046.437086429218,279
IU,BILL,68.0653,166.4531,XJ,OSO,59.261375,163.084213,992.5933089238697,140
IU,BILL,68.0653,166.4531,XJ,TKI,60.44611,166.148788,847.3413084948343,314
XS,S15D,0.1814,-6.6228,XS,I04D,-2.123817,-16.17326,1092.2432345852453,371
XS,S15D,0.1814,-6.6228,GT,DBIC,6.67015,-4.85653,747.6501764136807,371
XS,S15D,0.1814,-6.6228,XS,L16D,0.8933,-7.8953,162.12740696711498,370
XS,S15D,0.1814,-6.6228,XS,S32D,-0.7968,-15.647,1009.2981385065831,363
XS,S15D,0.1814,-6.6228,XS,L37D,1.5657,-14.9718,940.9131845262808,355
XS,S15D,0.1814,-6.6228,XS,I14D,-0.3522,-7.952395,159.30553698836863,371
XS,S15D,0.1814,-6.6228,XS,S38D,1.921838,-12.762288,709.445766994727,313
XS,S15D,0.1814,-6.6228,XS,S24D,-0.1383,-12.7806,685.6383247209684,366
XS,S15D,0.1814,-6.6228,XS,I12D,-0.868283,-10.77656,476.38305335033044,371
XS,S15D,0.1814,-6.6228,XS,L39D,2.0557,-11.4905,579.883719376617,353
XS,S15D,0.1814,-6.6228,XS,L18D,0.5769,-9.3765,309.33267642387284,369
PO,MATQ,49.7589,-77.6376,XI,SC04,49.624001,-89.675003,865.082002638995,427
PO,MATQ,49.7589,-77.6376,4A,MN50,47.99548,-90.242653,941.2256210206924,602
PO,MATQ,49.7589,-77.6376,XI,SC09,49.740002,-86.754997,654.6545763650556,459
PO,MATQ,49.7589,-77.6376,N4,K50A,42.7749,-82.6231,865.5204610569108,2595
PO,MATQ,49.7589,-77.6376,US,GLMI,44.8245,-84.6175,759.7449057908968,3291
PO,MATQ,49.7589,-77.6376,XI,SC10,49.752998,-83.817001,443.7846873869848,464
PO,MATQ,49.7589,-77.6376,XI,SC14,47.723,-84.814003,572.5644123829164,468
PO,MATQ,49.7589,-77.6376,OH,CROH,41.293858,-82.152496,1004.3583646099444,380
PO,MATQ,49.7589,-77.6376,WU,TOBO,45.225804,-81.523445,582.3158691316269,3304
PO,MATQ,49.7589,-77.6376,PO,MEDO,43.1646,-78.454597,735.9064599572848,492
PO,MATQ,49.7589,-77.6376,PE,PAKC,41.37471,-77.932533,932.561259964046,2055
PO,MATQ,49.7589,-77.6376,X8,QM90,52.2915,-77.098801,284.12043072982533,496
PO,MATQ,49.7589,-77.6376,PO,ACTO,43.6087,-80.062401,708.3418878014451,491
PO,MATQ,49.7589,-77.6376,PO,KJKQ,55.2769,-77.7455,613.6176829473799,115
PO,MATQ,49.7589,-77.6376,PE,PBL2,41.9981,-79.528809,875.2142199698761,1518
PO,MATQ,49.7589,-77.6376,YU,B01A,42.554493,-76.505821,805.7971664756751,1385
PO,MATQ,49.7589,-77.6376,XY,PACW,39.9962,-77.9247,1085.7976215362319,794
PO,MATQ,49.7589,-77.6376,PE,PSSK,40.642586,-76.164978,1020.1787343454195,2061
PO,MATQ,49.7589,-77.6376,PE,PN1,40.52588,-79.716735,1039.4236912802676,1511
PO,MATQ,49.7589,-77.6376,YM,MHCG,44.2571,-75.7522,628.1976310261025,411
PO,MATQ,49.7589,-77.6376,X8,QM76,50.764801,-74.817596,229.5307303131603,555
PO,MATQ,49.7589,-77.6376,LD,FRNY,44.835,-73.5883,626.6893620915778,1852
PO,MATQ,49.7589,-77.6376,PO,LATQ,47.3835,-72.7819,444.1544721696219,1872
PO,MATQ,49.7589,-77.6376,X8,QM58,49.048401,-72.740601,362.96340304214084,489
PO,MATQ,49.7589,-77.6376,7O,ABNH,43.4819,-71.2471,850.9948646549758,507
PO,MATQ,49.7589,-77.6376,X8,QM38,47.675201,-70.853104,548.7530031999838,705
PO,MATQ,49.7589,-77.6376,N4,E62A,46.6201,-69.5227,694.9265256566392,1706
PO,MATQ,49.7589,-77.6376,C8,FORQ,48.7542,-69.1135,628.273116969636,741
PO,MATQ,49.7589,-77.6376,N4,G65A,45.2002,-67.5632,909.933729049673,2313
PO,MATQ,49.7589,-77.6376,Y6,HOLY,46.525902,-66.463997,902.5014996021821,666
PO,MATQ,49.7589,-77.6376,X8,QMM5,50.8438,-68.798203,638.8987833234913,935
PO,MATQ,49.7589,-77.6376,C8,PCAQ,49.7311,-62.9416,1054.269561094958,2215
XV,BANJ,-13.6426,48.453701,XV,NAPU,-15.08,39.25,1004.1310594527213,176
XV,BANJ,-13.6426,48.453701,XV,BITY,-20.060801,47.000099,730.2232683508587,234
XV,BANJ,-13.6426,48.453701,XV,MAJA,-15.7323,46.4263,318.6553829129739,234
XV,BANJ,-13.6426,48.453701,XV,VINA,-18.176901,45.224701,611.030836542317,222
XV,BANJ,-13.6426,48.453701,XV,MMBE,-21.750099,43.372101,1049.6938891555135,234
XV,BANJ,-13.6426,48.453701,XV,LAHA,-14.9344,50.2911,244.6029609895696,234
XV,BANJ,-13.6426,48.453701,XV,ANTS,-14.8843,47.999298,146.49746797993885,234
XV,BANJ,-13.6426,48.453701,XV,ZOBE,-18.1369,47.228901,516.6148996461387,234
XV,BANJ,-13.6426,48.453701,XV,ANLA,-17.7062,49.4599,464.5092922057177,234
XV,BANJ,-13.6426,48.453701,AF,SKRH,-22.827,44.733002,1094.0455246559156,158
XV,BANJ,-13.6426,48.453701,XV,MAHA,-23.1714,47.689899,1062.6063860621505,234
XV,BANJ,-13.6426,48.453701,XV,BAND,-20.3428,45.596401,804.5216623973572,234
XV,BANJ,-13.6426,48.453701,XV,DGOS,-12.2825,49.3606,180.35933206182892,216
XF,NG010,27.461399,84.2799,XF,NP100,28.7796,83.719101,156.5547705899713,141
XF,NG010,27.461399,84.2799,IC,LSA,29.70317,91.12757,713.4266039199143,153
ZM,N215,-78.904503,59.994301,ZM,GM07,-77.313599,39.613201,496.1895970911885,312
ZM,N215,-78.904503,59.994301,ZM,GM04,-82.999702,61.1124,455.76420475788217,338
ZM,N215,-78.904503,59.994301,ZM,N190,-80.327499,69.431,246.09789678928064,343
ZM,N215,-78.904503,59.994301,ZM,P061,-84.499603,77.223801,674.0779950834716,851
ZM,N215,-78.904503,59.994301,ZM,P080,-82.805397,77.363998,526.7409275357102,342
ZM,N215,-78.904503,59.994301,ZM,N173,-81.112198,77.473602,414.4475047850258,171
ZM,N215,-78.904503,59.994301,ZM,GM06,-79.332802,44.3148,331.51349764260124,193
ZM,N215,-78.904503,59.994301,ZM,P124,-78.871803,77.656998,377.08775732967916,360
ZM,N215,-78.904503,59.994301,ZM,GM02,-79.425102,97.581497,774.0906321828912,809
ZM,N215,-78.904503,59.994301,ZM,GM01,-83.985802,104.729103,891.2949527327115,291
ZM,N215,-78.904503,59.994301,ZM,GM03,-80.216904,85.943901,537.6824481761972,344
ZM,N215,-78.904503,59.994301,ZM,N156,-81.6726,86.504501,576.9325891304978,345
ZM,N215,-78.904503,59.994301,ZM,N140,-82.008598,96.769203,742.9384365856506,870
Z1,Z01J,-11.10908,24.020639,AF,RUDU,-17.909599,19.764799,883.9687970382489,454
Z1,Z01J,-11.10908,24.020639,BX,XAUDM,-18.53956,21.338223,875.0203085462581,110
Z1,Z01J,-11.10908,24.020639,Z1,Z16N,-13.10831,25.87236,299.90783772512935,515
Z1,Z01J,-11.10908,24.020639,Z1,Z21G,-14.29531,26.53437,447.04797921438774,513
Z1,Z01J,-11.10908,24.020639,Z1,Z34S,-17.164391,27.52483,771.9906133158448,285
Z1,Z01J,-11.10908,24.020639,Z1,Z09L,-11.820822,25.11821,143.42121401268855,121
PM,PESTR,38.867168,-7.590169,PM,PMOZ,32.823002,-17.19717,1095.050590626473,5649
PM,PESTR,38.867168,-7.590169,XB,PM04,35.402599,-5.1525,441.663009109903,1013
PM,PESTR,38.867168,-7.590169,ZI,MB16,29.7026,-9.5269,1034.39420400528,711
PM,PESTR,38.867168,-7.590169,3D,MM15,31.1991,-8.8973,860.8867061078512,808
PM,PESTR,38.867168,-7.590169,XB,PM18,34.150002,-4.8195,579.9579652925528,867
PM,PESTR,38.867168,-7.590169,ZI,MB19,29.741051,-7.979389,1015.4056909960569,436
PM,PESTR,38.867168,-7.590169,XB,PM25,32.875702,-4.888,709.2183684305568,911
PM,PESTR,38.867168,-7.590169,XB,PM35,31.046301,-3.9958,929.061554242406,1220
PM,PESTR,38.867168,-7.590169,MN,RTC,33.9881,-6.8569,546.4742282788287,5110
PM,PESTR,38.867168,-7.590169,3D,MM05,30.680401,-6.3895,916.8825795246003,767
PM,PESTR,38.867168,-7.590169,XB,PS16,37.2131,-5.0491,288.68088249423033,818
PM,PESTR,38.867168,-7.590169,XB,PS37,38.999699,-4.9555,228.35638898558688,645
PM,PESTR,38.867168,-7.590169,CA,CPAL,42.310533,3.16244,984.4693820647049,3167
PM,PESTR,38.867168,-7.590169,WM,UCM,40.307499,-3.2441,405.34357340624746,2699
PM,PESTR,38.867168,-7.590169,XB,PS57,37.011501,-2.9864,453.3215915486934,689
PM,PESTR,38.867168,-7.590169,1L,ST30,37.734164,-6.621247,151.7239078313463,98
PM,PESTR,38.867168,-7.590169,CA,CFAR,40.5604,0.6614,730.1728391240478,3180
PM,PESTR,38.867168,-7.590169,PM,PFVI,37.132832,-8.826829,221.20150574794525,5957
PM,PESTR,38.867168,-7.590169,CA,CARA,42.707643,0.818132,826.1296074039398,2919
ZB,LUNG,-2.2853,101.155602,ZB,LAIS,-3.5291,102.034698,169.2880634076594,249
ZB,LUNG,-2.2853,101.155602,ZB,L10S,0.6458,100.867378,327.4951881261978,94
ZB,LUNG,-2.2853,101.155602,MY,KUM,5.2902,100.6492,844.2342682986668,273
ZB,LUNG,-2.2853,101.155602,ZB,TIKU,-0.399,99.944199,249.25282139067335,215
ZB,LUNG,-2.2853,101.155602,PS,PSI,2.6938,98.923698,606.6976552294883,276
ZB,LUNG,-2.2853,101.155602,MY,KOM,1.7922,103.846703,543.206344626187,276
ZB,LUNG,-2.2853,101.155602,MY,KSM,1.4733,110.308296,1100.014474454628,268
ZB,LUNG,-2.2853,101.155602,ZB,PPNG,-1.99397,99.603699,175.45983297085837,176
ZB,LUNG,-2.2853,101.155602,ZB,Y30S,-0.08943,97.860863,440.18588484884305,151
PS,VIVO,18.6498,105.6965,RM,DLV,11.952,108.481499,802.3513566470546,399
PS,VIVO,18.6498,105.6965,TM,PRAC,12.472649,99.792871,933.3835241669975,1262
PS,VIVO,18.6498,105.6965,TM,UBPT,15.2773,105.4695,375.7814891140981,396
PS,VIVO,18.6498,105.6965,TM,PHRA,18.4989,100.229,576.5129889785812,527
PS,VIVO,18.6498,105.6965,TM,NONG,18.063498,103.1458,276.97117291357665,342
PS,VIVO,18.6498,105.6965,TM,LOEI,17.5093,101.6244,448.71699254091516,973
PS,VIVO,18.6498,105.6965,TM,PANO,17.147614,104.6122,202.64170699879782,1156
PS,VIVO,18.6498,105.6965,MM,YGN,16.864799,96.153397,1029.7374808874226,716
PS,VIVO,18.6498,105.6965,TM,SRDT,14.3948,99.1213,845.4854977963589,1073
PS,VIVO,18.6498,105.6965,TM,NAYO,14.3152,101.3209,670.7020058840675,1004
PS,VIVO,18.6498,105.6965,TM,CHBT,12.7441,102.3526,747.8142204943132,733
PS,VIVO,18.6498,105.6965,MM,TGI,20.768545,97.034073,936.7312079813432,1380
PS,VIVO,18.6498,105.6965,TM,CMAI,19.932507,99.045281,712.4177555001773,717
PS,VIVO,18.6498,105.6965,TM,CRAI,20.2289,100.3734,585.0834596771508,1216
PS,VIVO,18.6498,105.6965,MM,KTN,21.2857,99.589798,702.1966616337272,866
PS,VIVO,18.6498,105.6965,RM,SLV,21.325247,103.906708,351.38971723265814,346
PS,VIVO,18.6498,105.6965,IC,QIZ,19.02928,109.84398,438.4964116403065,1385
PS,VIVO,18.6498,105.6965,HK,HKPS,22.277599,114.141502,967.577655882282,1394
XH,RS08,-79.3899,-163.539398,XH,DR15,-79.492798,-179.919296,332.8454992479135,717
XH,RS08,-79.3899,-163.539398,XH,DR02,-77.824303,-178.424896,368.9672712900344,719
XH,RS08,-79.3899,-163.539398,XH,RS06,-79.283501,-171.620193,166.5498026184842,719
XH,RS08,-79.3899,-163.539398,YT,SURP,-84.7199,-171.2017,602.95706082318,664
XH,RS08,-79.3899,-163.539398,XH,RS15,-80.496597,-169.978806,175.25631649094223,712
XH,RS08,-79.3899,-163.539398,XH,RS17,-81.401604,-162.973801,223.9348812930868,632
XH,RS08,-79.3899,-163.539398,XH,RS10,-79.278801,-155.467697,166.43746412053062,719
XH,RS08,-79.3899,-163.539398,YT,MPAT,-78.0297,-155.0221,238.8972899192584,719
XH,RS08,-79.3899,-163.539398,YT,HOWE,-87.4158,-149.4267,903.8021268740906,719
XH,RS08,-79.3899,-163.539398,YT,SIPL,-81.6405,-148.9553,364.24484750863945,568
XH,RS08,-79.3899,-163.539398,XH,RS12,-79.017899,-147.632095,332.8302839319712,696
XH,RS08,-79.3899,-163.539398,YT,FALL,-85.3066,-143.6284,711.4023887642375,641
XH,RS08,-79.3899,-163.539398,YT,CLRK,-77.3231,-141.8485,534.0822769451356,664
XH,RS08,-79.3899,-163.539398,YT,SILY,-77.1332,-125.966,868.6489623663743,719
XH,RS08,-79.3899,-163.539398,YT,WAIS,-79.4181,-111.7779,1023.8397528413526,654
XH,RS08,-79.3899,-163.539398,YT,KOLR,-76.1544,-120.727,1041.5252382615415,719
XH,RS08,-79.3899,-163.539398,YT,BENN,-84.5731,-117.3923,876.0211762770776,707
XH,RS08,-79.3899,-163.539398,YT,SWEI,-86.9858,129.3615,1093.3441236825195,719
XH,RS08,-79.3899,-163.539398,YT,AGO1,-83.8615,129.6152,1104.536423785849,719
XH,RS08,-79.3899,-163.539398,YT,MILR,-83.3063,156.2517,775.8998322305462,705
XH,RS08,-79.3899,-163.539398,XH,DR16,-80.869499,178.430405,378.92360898596297,719
XH,RS08,-79.3899,-163.539398,YT,DEVL,-81.4755,161.973,666.0200401651275,667
XH,RS08,-79.3899,-163.539398,ZJ,RKST,-74.201065,159.001755,1083.8264998486527,350
XH,RS08,-79.3899,-163.539398,ZJ,DONT,-73.876846,165.12001,991.5354160367291,360
XH,RS08,-79.3899,-163.539398,XH,RS02,-78.492897,173.345795,499.4542271876734,717
YY,SW05,56.7528,12.6313,YG,CBP2J,47.367298,18.03178,1106.159526773224,249
YY,SW05,56.7528,12.6313,YG,CBP4F,47.720261,15.97801,1029.5867686847016,249
YY,SW05,56.7528,12.6313,GE,PSZ,47.918201,19.8934,1097.8985112841124,92
YY,SW05,56.7528,12.6313,YY,SW03,58.074699,12.6033,146.99822586425682,151
YY,SW05,56.7528,12.6313,GE,RUE,52.475899,13.78,481.2694263320851,92
YY,SW05,56.7528,12.6313,NL,HGN,50.764,5.9317,797.5682688683348,233
YY,SW05,56.7528,12.6313,GE,HLG,54.1847,7.8839,413.45135183849834,92
YY,SW05,56.7528,12.6313,GE,RGN,54.547699,13.3214,248.98637616360622,92
YY,SW05,56.7528,12.6313,GE,PUL,59.766998,30.316999,1083.648047627978,92
2D,OBS13,32.654999,-123.828598,2D,OBS16,34.011398,-124.638397,168.54492866415083,388
2D,OBS13,32.654999,-123.828598,PB,B934,39.844501,-123.691399,799.5315908852955,389
2D,OBS13,32.654999,-123.828598,2D,OBS21,34.032799,-122.286301,209.74733000715483,382
2D,OBS13,32.654999,-123.828598,2D,OBS08,32.654499,-121.342499,232.74147209914992,388
2D,OBS13,32.654999,-123.828598,NN,RUB,39.051701,-120.1549,784.3724083200018,216
2D,OBS13,32.654999,-123.828598,2D,OBS06,32.777,-119.857803,371.7137954455327,387
2D,OBS13,32.654999,-123.828598,XD,C02,33.070999,-115.560501,773.4282005122813,232
Z6,01,27.766001,149.092804,Z6,16,27.7988,155.108505,591.7585991550176,365
Z6,01,27.766001,149.092804,Z6,08L,27.813601,151.491699,236.03557044735086,373
